gnId	nbTp	feelLncPcgClassName	feelLncPcgClassType	feelLncPcgGnId	feelLncPcgGnName	feelLncPcgGnDist	feelLncPcgClassNameByTp	feelLncPcgGnIdByTp	feelLncPcgGnNameByTp	feelLncPcgGnDistByTp
ENSMUSG00000104634	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105052	2	lincSSdw	n.1.1	ENSMUSG00000104824	Gm21663	9501	lincSSdw;lincSSdw	ENSMUSG00000104824;ENSMUSG00000104824	Gm21663;Gm21663	9501;9576
ENSMUSG00000104824	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095550	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104651	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106627	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029397	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000107200	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00002075701	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096035	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029090	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096045	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106430	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104870	1	lincDivg	1.1.1	ENSMUSG00000029090	Adgra3	92327	lincDivg	ENSMUSG00000029090	Adgra3	92327
ENSMUSG00000105020	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000099124	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000119176	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105423	2	unclassified	unclassified	NA	NA	NA	unclassified;unclassified	NA	NA	NA
ENSMUSG00000106345	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105320	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSMUSG00000106038	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105931	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105273	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106267	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00002076511	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000091049	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000090671	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000067700	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000073119	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000073117	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105422	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000073116	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000051940	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000067698	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000059645	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105786	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029044	4	unclassified	unclassified	NA	NA	NA	unclassified;unclassified;unclassified;unclassified	NA	NA	NA
ENSMUSG00000105491	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029167	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105442	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105622	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106575	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105762	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105663	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106010	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104919	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105942	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106292	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104847	1	lincConv	1.1.1	ENSMUSG00000029169	Dhx15	31680	lincConv	ENSMUSG00000029169	Dhx15	31680
ENSMUSG00000098726	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106648	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029403	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029169	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106607	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106464	1	lincSSup	1.1.1	ENSMUSG00000029169	Dhx15	9470	lincSSup	ENSMUSG00000029169	Dhx15	9470
ENSMUSG00000105328	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104751	1	lincDivg	1.1.1	ENSMUSG00000072941	Sod3	21431	lincDivg	ENSMUSG00000072941	Sod3	21431
ENSMUSG00002075892	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000072941	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045790	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106380	1	lncgASinNest	1.1.1	ENSMUSG00000045790	Ccdc149	0	lncgASinNest	ENSMUSG00000045790	Ccdc149	0
ENSMUSG00000039252	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104829	1	lncgASinNest	1.1.1	ENSMUSG00000039252	Lgi2	0	lncgASinNest	ENSMUSG00000039252	Lgi2	0
ENSMUSG00000104974	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095078	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000061576	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000052295	1	lincSSdw	1.1.1	ENSMUSG00000029173	Sepsecs	21075	lincSSdw	ENSMUSG00000029173	Sepsecs	21075
ENSMUSG00000104733	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000080941	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000081970	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105946	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106537	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000048703	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000086505	1	lncgASinNest	1.1.1	ENSMUSG00000061576	Dpp6	0	lncgASinNest	ENSMUSG00000061576	Dpp6	0
ENSMUSG00000029173	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000002221	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105223	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105375	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000039106	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104882	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106390	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000118586	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104777	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106030	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045294	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029186	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000039095	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029405	10	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106160	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000088712	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00002075648	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000044681	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000043913	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000086122	1	lncgASinNest	1.1.1	ENSMUSG00000043913	Ccdc60	0	lncgASinNest	ENSMUSG00000043913	Ccdc60	0
ENSMUSG00000086055	1	lncgASinNest	1.1.1	ENSMUSG00000043913	Ccdc60	0	lncgASinNest	ENSMUSG00000043913	Ccdc60	0
ENSMUSG00000087124	1	lincDivg	1.1.1	ENSMUSG00000043913	Ccdc60	12315	lincDivg	ENSMUSG00000043913	Ccdc60	12315
ENSMUSG00000084921	1	lincSSup	1.1.1	ENSMUSG00000043913	Ccdc60	16697	lincSSup	ENSMUSG00000043913	Ccdc60	16697
ENSMUSG00000086715	1	lincDivg	1.1.1	ENSMUSG00000043913	Ccdc60	23375	lincDivg	ENSMUSG00000043913	Ccdc60	23375
ENSMUSG00000106766	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000086945	1	lincSSdw	1.1.1	ENSMUSG00000041548	Hspb8	15691	lincSSdw	ENSMUSG00000041548	Hspb8	15691
ENSMUSG00000029179	8	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041548	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000048271	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029407	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000002633	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000063919	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000084111	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000107354	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000084745	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000107021	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000107172	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000097726	2	lncgASexOvlp	n.1.1	ENSMUSG00000002633	Shh	0	lncgASexOvlp;lncgASexOvlp	ENSMUSG00000002633;ENSMUSG00000002633	Shh;Shh	0;0
ENSMUSG00000105775	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104587	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106914	1	lncgSSinNest	1.1.1	ENSMUSG00000063919	Srrm4	0	lncgSSinNest	ENSMUSG00000063919	Srrm4	0
ENSMUSG00000107369	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029409	3	lincConv	n.1.1	ENSMUSG00000029407	Uso1	7095	lincConv;lincConv;lincConv	ENSMUSG00000029407;ENSMUSG00000029407;ENSMUSG00000029407	Uso1;Uso1;Uso1	7095;7316;7098
ENSMUSG00000106909	2	lincSSup	n.1.1	ENSMUSG00000063919	Srrm4	50919	lincSSup;unclassified	ENSMUSG00000063919;NA	Srrm4;NA	50919;NA
ENSMUSG00000107237	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSMUSG00000041512	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000107327	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029410	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000066900	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000086047	1	lncgASinOvlp	1.1.1	ENSMUSG00000066900	Suds3	0	lncgASinOvlp	ENSMUSG00000066900	Suds3	0
ENSMUSG00000029130	12	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000089975	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029176	12	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029413	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105054	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000077757	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106538	1	lincSSup	1.1.1	ENSMUSG00000029188	Slc34a2	42328	lincSSup	ENSMUSG00000029188	Slc34a2	42328
ENSMUSG00000029188	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000090642	1	lncgASinNest	1.1.1	ENSMUSG00000029188	Slc34a2	0	lncgASinNest	ENSMUSG00000029188	Slc34a2	0
ENSMUSG00000029415	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106698	1	lncgASexNest	1.1.1	ENSMUSG00000029415	Sdad1	0	lncgASexNest	ENSMUSG00000029415	Sdad1	0
ENSMUSG00000088623	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029189	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029417	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00002076332	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000061461	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106981	1	lincSSdw	1.1.1	ENSMUSG00000061461	Smim20	3270	lincSSdw	ENSMUSG00000061461	Smim20	3270
ENSMUSG00002076314	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106808	1	lincConv	1.1.1	ENSMUSG00000061461	Smim20	82116	lincConv	ENSMUSG00000061461	Smim20	82116
ENSMUSG00002075450	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000010721	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105741	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00002075488	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000097561	1	lincDivg	1.1.1	ENSMUSG00000010721	Lmbr1	309	lincDivg	ENSMUSG00000010721	Lmbr1	309
ENSMUSG00000001569	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001566	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000118780	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000078182	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000039000	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104648	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00002076955	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105032	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000053121	2	lncgASexOvlp	n.1.1	ENSMUSG00000029131	Dnajb6	0	lncgASexOvlp;lncgASexOvlp	ENSMUSG00000029131;ENSMUSG00000029131	Dnajb6;Dnajb6	0;0
ENSMUSG00000061288	10	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000107225	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00002075044	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000032959	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106829	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106714	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000097163	1	lincDivg	1.1.1	ENSMUSG00000066894	Vsig10	3438	lincDivg	ENSMUSG00000066894	Vsig10	3438
ENSMUSG00000072688	2	lncgASexOvlp	n.1.1	ENSMUSG00000066894	Vsig10	0	lncgASexOvlp;lncgASexOvlp	ENSMUSG00000066894;ENSMUSG00000066894	Vsig10;Vsig10	0;0
ENSMUSG00000066894	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000081274	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000034842	19	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029364	6	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000034855	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000082068	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029131	12	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106558	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105999	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106551	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105437	1	lincConv	1.1.1	ENSMUSG00000029131	Dnajb6	68594	lincConv	ENSMUSG00000029131	Dnajb6	68594
ENSMUSG00000105926	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105439	2	lincDivg	n.1.1	ENSMUSG00000025746	Il6	4316	lincDivg;lincDivg	ENSMUSG00000025746;ENSMUSG00000025746	Il6;Il6	4316;5353
ENSMUSG00000034826	8	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00002076272	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000039191	12	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029426	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106807	1	lncgASinNest	1.1.1	ENSMUSG00000039191	Rbpj	0	lncgASinNest	ENSMUSG00000039191	Rbpj	0
ENSMUSG00000107111	1	lncgASinNest	1.1.1	ENSMUSG00000039191	Rbpj	0	lncgASinNest	ENSMUSG00000039191	Rbpj	0
ENSMUSG00000099160	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025746	4	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029193	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000057068	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000047963	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025747	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104667	1	lincConv	1.1.1	ENSMUSG00000086815	3110082J24Rik	5898	lincConv	ENSMUSG00000086815	3110082J24Rik	5898
ENSMUSG00000086815	2	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000044576	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000039178	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000107182	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000107173	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000025745	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000050050	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000039156	5	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000107105	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105912	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSMUSG00000106529	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105143	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106126	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000077507	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106113	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000065795	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105702	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105384	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105551	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000083902	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105186	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106335	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105678	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105685	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106326	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000088734	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000088751	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000077333	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104739	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104560	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105291	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105693	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104892	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000097216	2	lincDivg	n.n.1	ENSMUSG00000029108	Pcdh7	0	lincDivg;lncgASexOvlp	ENSMUSG00000029108;ENSMUSG00000029108	Pcdh7;Pcdh7	47;0
ENSMUSG00000051116	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104924	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106517	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029108	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029361	7	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105940	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104821	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105637	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105050	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104564	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105079	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105877	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106337	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104871	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105431	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104709	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000098072	1	lncgASexNest	1.1.1	ENSMUSG00000029361	Nos1	0	lncgASexNest	ENSMUSG00000029361	Nos1	0
ENSMUSG00000103959	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00002075698	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106646	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105049	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105525	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106146	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105269	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000088796	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105234	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSMUSG00000100557	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSMUSG00000106509	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094696	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106467	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000119859	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105038	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106634	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSMUSG00000104889	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104563	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106013	2	unclassified	unclassified	NA	NA	NA	unclassified;unclassified	NA	NA	NA
ENSMUSG00000105158	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106250	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106170	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106042	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000059447	9	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000087034	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000088048	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106548	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105486	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000077555	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000088113	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106044	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000104775	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105903	1	unclassified	unclassified	NA	NA	NA	unclassified	NA	NA	NA
ENSMUSG00000106370	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105675	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105573	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000089992	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000106530	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000077228	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000105285	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000119858	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000067642	3	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000029381	11	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000092266	1	lncgSSinNest	1.1.1	ENSMUSG00000029381	Shroom3	0	lncgSSinNest	ENSMUSG00000029381	Shroom3	0
ENSMUSG00000089268	1	NA	unclassified	NA	NA	NA	NA	NA	NA	NA
