lncRNAid_Homo_sapiens	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris
ENSG00000251189	1	many_to_many_DifferentNumber	ENSCAFG00845003499;ENSCAFG00845003505	1	one_to_one	lincDivg	ENSCAFG00845003499	0
ENSG00000250629	1	many_to_many_DifferentNumber	ENSCAFG00845003499;ENSCAFG00845003505	0	NA	NA	NA	0
ENSG00000244968	1	many_to_many_DifferentNumber	ENSCAFG00845003499;ENSCAFG00845003505	1	one_to_one	lncgDivg	ENSCAFG00845003505	0
ENSG00000249740	1	one_to_many	ENSCAFG00845003470;ENSCAFG00845003489;ENSCAFG00845003502	0	NA	NA	NA	0
ENSG00000251206	1	many_to_one	ENSCAFG00845011673	0	NA	NA	NA	0
ENSG00000253787	1	many_to_one	ENSCAFG00845011673	0	NA	NA	NA	0
ENSG00000249364	1	many_to_one	ENSCAFG00845011673	0	NA	NA	NA	0
ENSG00000248727	1	many_to_many_DifferentNumber	ENSCAFG00845028636;ENSCAFG00845028645	0	NA	NA	NA	1
ENSG00000249697	1	many_to_many_DifferentNumber	ENSCAFG00845028636;ENSCAFG00845028645	1	one_to_one	lincSS.up	ENSCAFG00845028636	1
ENSG00000225940	1	many_to_many_DifferentNumber	ENSCAFG00845028636;ENSCAFG00845028645	0	NA	NA	NA	1
ENSG00000234553	1	many_to_many_DifferentNumber	ENSCAFG00845028636;ENSCAFG00845028645	0	NA	NA	NA	1
ENSG00000289709	1	many_to_many_DifferentNumber	ENSCAFG00845028636;ENSCAFG00845028645	0	NA	NA	NA	1
ENSG00000250049	1	many_to_many_DifferentNumber	ENSCAFG00845015690;ENSCAFG00845015702;ENSCAFG00845015844;ENSCAFG00845015911	0	NA	NA	NA	0
ENSG00000249169	1	many_to_many_DifferentNumber	ENSCAFG00845015690;ENSCAFG00845015702;ENSCAFG00845015844;ENSCAFG00845015911	0	NA	NA	NA	0
ENSG00000286121	1	many_to_many_DifferentNumber	ENSCAFG00845015690;ENSCAFG00845015702;ENSCAFG00845015844;ENSCAFG00845015911	0	NA	NA	NA	0
ENSG00000248588	1	many_to_many_DifferentNumber	ENSCAFG00845015690;ENSCAFG00845015702;ENSCAFG00845015844;ENSCAFG00845015911	0	NA	NA	NA	0
ENSG00000286509	1	many_to_many_DifferentNumber	ENSCAFG00845015690;ENSCAFG00845015702;ENSCAFG00845015844;ENSCAFG00845015911	0	NA	NA	NA	0
ENSG00000281357	1	many_to_many_DifferentNumber	ENSCAFG00845015690;ENSCAFG00845015702;ENSCAFG00845015844;ENSCAFG00845015911	0	NA	NA	NA	1
ENSG00000249776	1	many_to_many_DifferentNumber	ENSCAFG00845015649;ENSCAFG00845015672;ENSCAFG00845015971	0	NA	NA	NA	0
ENSG00000249984	1	many_to_many_DifferentNumber	ENSCAFG00845015649;ENSCAFG00845015672;ENSCAFG00845015971	0	NA	NA	NA	0
ENSG00000248528	1	many_to_many_DifferentNumber	ENSCAFG00845015649;ENSCAFG00845015672;ENSCAFG00845015971	0	NA	NA	NA	0
ENSG00000251361	1	many_to_many_DifferentNumber	ENSCAFG00845015649;ENSCAFG00845015672;ENSCAFG00845015971	0	NA	NA	NA	0
ENSG00000237187	1	many_to_many_DifferentNumber	ENSCAFG00845015649;ENSCAFG00845015672;ENSCAFG00845015971	1	one_to_one	lncgDivg	ENSCAFG00845015649	0
ENSG00000249835	1	one_to_one	ENSCAFG00845020010	0	NA	NA	NA	1
ENSG00000247828	1	many_to_many_DifferentNumber	ENSCAFG00845017881;ENSCAFG00845018016;ENSCAFG00845018054	1	one_to_one	lncgDivg	ENSCAFG00845018054	1
ENSG00000245864	1	many_to_many_DifferentNumber	ENSCAFG00845017881;ENSCAFG00845018016;ENSCAFG00845018054	1	many_to_many	lincConv	ENSCAFG00845017881;ENSCAFG00845018016	1
ENSG00000289008	1	many_to_many_DifferentNumber	ENSCAFG00845017881;ENSCAFG00845018016;ENSCAFG00845018054	1	many_to_many	lincConv	ENSCAFG00845017881;ENSCAFG00845018016	1
ENSG00000250555	1	many_to_many_DifferentNumber	ENSCAFG00845017881;ENSCAFG00845018016;ENSCAFG00845018054	1	many_to_many	lincConv	ENSCAFG00845017881;ENSCAFG00845018016	1
ENSG00000271904	1	many_to_many_DifferentNumber	ENSCAFG00845017914;ENSCAFG00845018034;ENSCAFG00845018068	0	NA	NA	NA	1
ENSG00000250156	1	many_to_many_DifferentNumber	ENSCAFG00845017914;ENSCAFG00845018034;ENSCAFG00845018068	0	NA	NA	NA	1
ENSG00000245526	1	many_to_many_DifferentNumber	ENSCAFG00845017914;ENSCAFG00845018034;ENSCAFG00845018068	1	many_to_one	lincSS.dw	ENSCAFG00845017914	1
ENSG00000250377	1	many_to_many_DifferentNumber	ENSCAFG00845017914;ENSCAFG00845018034;ENSCAFG00845018068	1	many_to_one	lincSS.dw	ENSCAFG00845017914	1
ENSG00000287434	1	one_to_one	ENSCAFG00845007568	0	NA	NA	NA	1
ENSG00000248876	1	many_to_many_DifferentNumber	ENSCAFG00845000183;ENSCAFG00845000186;ENSCAFG00845000192;ENSCAFG00845000198	1	many_to_many_strict	lincDivg	ENSCAFG00845000198;ENSCAFG00845000192;ENSCAFG00845000186	1
ENSG00000248440	1	many_to_many_DifferentNumber	ENSCAFG00845000183;ENSCAFG00845000186;ENSCAFG00845000192;ENSCAFG00845000198	1	many_to_many_strict	lincDivg	ENSCAFG00845000198;ENSCAFG00845000192;ENSCAFG00845000186	1
ENSG00000251367	1	many_to_many_DifferentNumber	ENSCAFG00845000183;ENSCAFG00845000186;ENSCAFG00845000192;ENSCAFG00845000198	1	many_to_many_strict	lincDivg	ENSCAFG00845000198;ENSCAFG00845000192;ENSCAFG00845000186	1
ENSG00000271849	1	one_to_one	ENSCAFG00845000171	1	one_to_one	lncgDivg	ENSCAFG00845000171	1
ENSG00000214942	1	many_to_many_DifferentNumber	ENSCAFG00845016864;ENSCAFG00845016920;ENSCAFG00845016935;ENSCAFG00845016968;ENSCAFG00845016985;ENSCAFG00845017006	0	NA	NA	NA	1
ENSG00000250437	1	many_to_many_DifferentNumber	ENSCAFG00845016864;ENSCAFG00845016920;ENSCAFG00845016935;ENSCAFG00845016968;ENSCAFG00845016985;ENSCAFG00845017006	0	NA	NA	NA	1
ENSG00000248309	1	many_to_many_DifferentNumber	ENSCAFG00845016864;ENSCAFG00845016920;ENSCAFG00845016935;ENSCAFG00845016968;ENSCAFG00845016985;ENSCAFG00845017006	0	NA	NA	NA	1
ENSG00000250831	1	many_to_one	ENSCAFG00845016888	0	NA	NA	NA	1
ENSG00000248555	1	many_to_one	ENSCAFG00845016888	0	NA	NA	NA	1
ENSG00000253321	1	many_to_one	ENSCAFG00845016888	0	NA	NA	NA	1
ENSG00000260871	1	many_to_one	ENSCAFG00845016888	0	NA	NA	NA	1
ENSG00000288740	1	many_to_one	ENSCAFG00845016888	0	NA	NA	NA	1
ENSG00000248199	1	many_to_many_DifferentNumber	ENSCAFG00845008075;ENSCAFG00845008100;ENSCAFG00845008115	0	NA	NA	NA	1
ENSG00000178722	1	many_to_many_DifferentNumber	ENSCAFG00845008075;ENSCAFG00845008100;ENSCAFG00845008115	0	NA	NA	NA	1
ENSG00000289152	1	one_to_one	ENSCAFG00845028978	0	NA	NA	NA	1
ENSG00000250250	1	one_to_one	ENSCAFG00845003773	1	one_to_one	lncgDivg	ENSCAFG00845003795	1
ENSG00000246859	1	one_to_many	ENSCAFG00845003755;ENSCAFG00845003761;ENSCAFG00845003776	1	one_to_one	lncgConv	ENSCAFG00845003755	1
ENSG00000249057	1	one_to_one	ENSCAFG00845011623	1	one_to_one	lncgSS.dw	ENSCAFG00845011623	0
ENSG00000229666	1	one_to_one	ENSCAFG00845011633	0	NA	NA	NA	0
ENSG00000254106	1	one_to_many	ENSCAFG00845004015;ENSCAFG00845004099	0	NA	NA	NA	1
ENSG00000249017	1	many_to_many_DifferentNumber	ENSCAFG00845001764;ENSCAFG00845001784;ENSCAFG00845001787;ENSCAFG00845001804;ENSCAFG00845001826;ENSCAFG00845001834;ENSCAFG00845001844;ENSCAFG00845001863;ENSCAFG00845001893	0	NA	NA	NA	0
ENSG00000250958	1	many_to_many_DifferentNumber	ENSCAFG00845001764;ENSCAFG00845001784;ENSCAFG00845001787;ENSCAFG00845001804;ENSCAFG00845001826;ENSCAFG00845001834;ENSCAFG00845001844;ENSCAFG00845001863;ENSCAFG00845001893	1	one_to_one	lincDivg	ENSCAFG00845001893	0
ENSG00000247402	1	many_to_many_DifferentNumber	ENSCAFG00845001764;ENSCAFG00845001784;ENSCAFG00845001787;ENSCAFG00845001804;ENSCAFG00845001826;ENSCAFG00845001834;ENSCAFG00845001844;ENSCAFG00845001863;ENSCAFG00845001893	0	NA	NA	NA	0
ENSG00000286338	1	many_to_many_DifferentNumber	ENSCAFG00845001764;ENSCAFG00845001784;ENSCAFG00845001787;ENSCAFG00845001804;ENSCAFG00845001826;ENSCAFG00845001834;ENSCAFG00845001844;ENSCAFG00845001863;ENSCAFG00845001893	1	one_to_many	lincSS.up	ENSCAFG00845001764;ENSCAFG00845001784;ENSCAFG00845001863;ENSCAFG00845001787;ENSCAFG00845001826;ENSCAFG00845001844;ENSCAFG00845001834;ENSCAFG00845001804	0
ENSG00000250682	1	one_to_many	ENSCAFG00845001772;ENSCAFG00845001779;ENSCAFG00845001792;ENSCAFG00845001811;ENSCAFG00845001817;ENSCAFG00845001849;ENSCAFG00845001857;ENSCAFG00845001870;ENSCAFG00845001879;ENSCAFG00845001886;ENSCAFG00845001900	1	one_to_many	lincDivg	ENSCAFG00845001870;ENSCAFG00845001811;ENSCAFG00845001779;ENSCAFG00845001817;ENSCAFG00845001772;ENSCAFG00845001792;ENSCAFG00845001857;ENSCAFG00845001849	0
ENSG00000223442	1	one_to_one	ENSCAFG00845010929	0	NA	NA	NA	1
ENSG00000271792	1	many_to_one	ENSCAFG00845001011	0	NA	NA	NA	0
ENSG00000249526	1	many_to_one	ENSCAFG00845001011	0	NA	NA	NA	0
ENSG00000250806	1	one_to_many	ENSCAFG00845002130;ENSCAFG00845002139;ENSCAFG00845002148;ENSCAFG00845002155	1	one_to_many	lincConv	ENSCAFG00845002155;ENSCAFG00845002139;ENSCAFG00845002148	1
ENSG00000253865	1	many_to_one	ENSCAFG00845009524	0	NA	NA	NA	1
ENSG00000249669	1	many_to_one	ENSCAFG00845009524	0	NA	NA	NA	1
ENSG00000286839	1	one_to_many	ENSCAFG00845010750;ENSCAFG00845010756	0	NA	NA	NA	1
ENSG00000287695	1	one_to_one	ENSCAFG00845004978	1	one_to_one	lncgSS.dw	ENSCAFG00845004978	1
ENSG00000253792	1	many_to_one	ENSCAFG00845001502	0	NA	NA	NA	0
ENSG00000253449	1	many_to_one	ENSCAFG00845001502	0	NA	NA	NA	0
ENSG00000276778	1	many_to_one	ENSCAFG00845001502	0	NA	NA	NA	0
ENSG00000253295	1	many_to_one	ENSCAFG00845000965	0	NA	NA	NA	1
ENSG00000253736	1	many_to_one	ENSCAFG00845000965	0	NA	NA	NA	1
ENSG00000254226	1	many_to_one	ENSCAFG00845005079	0	NA	NA	NA	0
ENSG00000286749	1	many_to_one	ENSCAFG00845005079	0	NA	NA	NA	0
ENSG00000250692	1	one_to_many	ENSCAFG00845001089;ENSCAFG00845001109;ENSCAFG00845001123;ENSCAFG00845001132;ENSCAFG00845001144	0	NA	NA	NA	1
ENSG00000245146	1	one_to_many	ENSCAFG00845001083;ENSCAFG00845001101;ENSCAFG00845001111;ENSCAFG00845001116;ENSCAFG00845001138;ENSCAFG00845001148	0	NA	NA	NA	1
ENSG00000249484	1	one_to_one	ENSCAFG00845005061	0	NA	NA	NA	0
ENSG00000248677	1	one_to_many	ENSCAFG00845023791;ENSCAFG00845023802	0	NA	NA	NA	1
ENSG00000204661	1	one_to_one	ENSCAFG00845008183	0	NA	NA	NA	0
ENSG00000271926	1	many_to_one	ENSCAFG00845000465	0	NA	NA	NA	0
ENSG00000272081	1	many_to_one	ENSCAFG00845000465	0	NA	NA	NA	0
ENSG00000248799	1	one_to_one	ENSCAFG00845011293	1	one_to_one	lncgConv	ENSCAFG00845011293	1
ENSG00000249647	1	many_to_one	ENSCAFG00845013909	1	one_to_one	lincSS.dw	ENSCAFG00845013909	0
ENSG00000249082	1	many_to_one	ENSCAFG00845013909	0	NA	NA	NA	0
ENSG00000248482	1	many_to_one	ENSCAFG00845013909	0	NA	NA	NA	0
ENSG00000286634	1	one_to_one	ENSCAFG00845010760	0	NA	NA	NA	1
ENSG00000280029	1	one_to_many	ENSCAFG00845002920;ENSCAFG00845002931	1	one_to_one	lncgConv	ENSCAFG00845002920	1
ENSG00000280336	1	many_to_one	ENSCAFG00845002954	0	NA	NA	NA	0
ENSG00000290893	1	many_to_one	ENSCAFG00845002954	1	one_to_one	lncgSS.dw	ENSCAFG00845002954	0
ENSG00000288846	1	one_to_many	ENSCAFG00845006633;ENSCAFG00845006640	0	NA	NA	NA	1
ENSG00000248428	1	one_to_one	ENSCAFG00845003877	0	NA	NA	NA	1
ENSG00000253613	1	one_to_one	ENSCAFG00845003869	1	one_to_one	lncgConv	ENSCAFG00845003869	1
ENSG00000287162	1	one_to_one	ENSCAFG00845008696	0	NA	NA	NA	0
ENSG00000250564	1	one_to_one	ENSCAFG00845012962	0	NA	NA	NA	1
ENSG00000250909	1	many_to_one	ENSCAFG00845012545	1	many_to_one	lncgDivg	ENSCAFG00845012545	1
ENSG00000251414	1	many_to_one	ENSCAFG00845012545	1	many_to_one	lncgDivg	ENSCAFG00845012545	1
ENSG00000231185	1	one_to_one	ENSCAFG00845017821	0	NA	NA	NA	1
ENSG00000250240	1	one_to_many	ENSCAFG00845013849;ENSCAFG00845013858	0	NA	NA	NA	1
ENSG00000242753	1	many_to_one	ENSCAFG00845020833	0	NA	NA	NA	0
ENSG00000233656	1	many_to_one	ENSCAFG00845020833	1	one_to_one	lincDivg	ENSCAFG00845020833	0
ENSG00000287920	1	many_to_one	ENSCAFG00845020833	0	NA	NA	NA	0
ENSG00000290062	1	many_to_one	ENSCAFG00845020833	0	NA	NA	NA	0
ENSG00000286368	1	many_to_many_DifferentNumber	ENSCAFG00845017101;ENSCAFG00845017123;ENSCAFG00845017130	0	NA	NA	NA	0
ENSG00000280989	1	many_to_many_DifferentNumber	ENSCAFG00845017101;ENSCAFG00845017123;ENSCAFG00845017130	1	many_to_many_strict	lincDivg	ENSCAFG00845017101;ENSCAFG00845017123	0
ENSG00000283480	1	many_to_many_DifferentNumber	ENSCAFG00845017101;ENSCAFG00845017123;ENSCAFG00845017130	1	one_to_one	lncgDivg	ENSCAFG00845017130	0
ENSG00000287404	1	many_to_many_DifferentNumber	ENSCAFG00845017101;ENSCAFG00845017123;ENSCAFG00845017130	0	NA	NA	NA	0
ENSG00000233848	1	many_to_many_DifferentNumber	ENSCAFG00845017101;ENSCAFG00845017123;ENSCAFG00845017130	0	NA	NA	NA	0
ENSG00000227089	1	many_to_many_DifferentNumber	ENSCAFG00845017101;ENSCAFG00845017123;ENSCAFG00845017130	0	NA	NA	NA	0
ENSG00000231754	1	many_to_many_DifferentNumber	ENSCAFG00845017101;ENSCAFG00845017123;ENSCAFG00845017130	1	many_to_many_strict	lincDivg	ENSCAFG00845017101;ENSCAFG00845017123	0
ENSG00000287593	1	many_to_one	ENSCAFG00845021056	0	NA	NA	NA	0
ENSG00000234427	1	many_to_one	ENSCAFG00845021056	0	NA	NA	NA	0
ENSG00000229896	1	many_to_one	ENSCAFG00845021056	0	NA	NA	NA	0
ENSG00000225102	1	one_to_one	ENSCAFG00845021091	1	one_to_one	lincDivg	ENSCAFG00845021091	0
ENSG00000288548	1	many_to_one	ENSCAFG00845019052	0	NA	NA	NA	1
ENSG00000272142	1	many_to_one	ENSCAFG00845019052	0	NA	NA	NA	1
ENSG00000271978	1	one_to_one	ENSCAFG00845019046	0	NA	NA	NA	1
ENSG00000287614	1	many_to_one	ENSCAFG00845016554	0	NA	NA	NA	0
ENSG00000286590	1	many_to_one	ENSCAFG00845016554	1	one_to_one	lincSS.up	ENSCAFG00845016554	0
ENSG00000227803	1	many_to_one	ENSCAFG00845016554	0	NA	NA	NA	0
ENSG00000233981	1	one_to_one	ENSCAFG00845023137	0	NA	NA	NA	1
ENSG00000225092	1	one_to_one	ENSCAFG00845016753	1	one_to_one	lncgSS.dw	ENSCAFG00845016753	0
ENSG00000285771	1	one_to_one	ENSCAFG00845016765	0	NA	NA	NA	0
ENSG00000287055	1	one_to_one	ENSCAFG00845009111	0	NA	NA	NA	1
ENSG00000237530	1	many_to_many_DifferentNumber	ENSCAFG00845012028;ENSCAFG00845012126;ENSCAFG00845012149	0	NA	NA	NA	1
ENSG00000286417	1	many_to_many_DifferentNumber	ENSCAFG00845012028;ENSCAFG00845012126;ENSCAFG00845012149	0	NA	NA	NA	1
ENSG00000230597	1	many_to_many_DifferentNumber	ENSCAFG00845010208;ENSCAFG00845010213;ENSCAFG00845010224;ENSCAFG00845010228;ENSCAFG00845010245;ENSCAFG00845010257;ENSCAFG00845010265;ENSCAFG00845010279	1	one_to_many	lincSS.dw	ENSCAFG00845010257;ENSCAFG00845010245;ENSCAFG00845010224;ENSCAFG00845010279;ENSCAFG00845010265;ENSCAFG00845010213;ENSCAFG00845010228	1
ENSG00000285963	1	many_to_many_DifferentNumber	ENSCAFG00845010208;ENSCAFG00845010213;ENSCAFG00845010224;ENSCAFG00845010228;ENSCAFG00845010245;ENSCAFG00845010257;ENSCAFG00845010265;ENSCAFG00845010279	0	NA	NA	NA	1
ENSG00000223765	1	many_to_many_DifferentNumber	ENSCAFG00845010208;ENSCAFG00845010213;ENSCAFG00845010224;ENSCAFG00845010228;ENSCAFG00845010245;ENSCAFG00845010257;ENSCAFG00845010265;ENSCAFG00845010279	0	NA	NA	NA	1
ENSG00000286042	1	one_to_many	ENSCAFG00845009075;ENSCAFG00845009084;ENSCAFG00845009089;ENSCAFG00845009103	1	one_to_many	lincSS.up	ENSCAFG00845009075;ENSCAFG00845009084	0
ENSG00000235099	1	one_to_one	ENSCAFG00845008142	0	NA	NA	NA	0
ENSG00000231628	1	many_to_one	ENSCAFG00845007810	0	NA	NA	NA	1
ENSG00000286084	1	many_to_one	ENSCAFG00845007810	0	NA	NA	NA	1
ENSG00000237567	1	many_to_one	ENSCAFG00845007796	0	NA	NA	NA	1
ENSG00000284999	1	many_to_one	ENSCAFG00845007796	0	NA	NA	NA	1
ENSG00000232395	1	many_to_one	ENSCAFG00845020930	0	NA	NA	NA	0
ENSG00000228777	1	many_to_one	ENSCAFG00845020930	0	NA	NA	NA	0
ENSG00000226079	1	many_to_one	ENSCAFG00845020930	0	NA	NA	NA	0
ENSG00000289376	1	many_to_one	ENSCAFG00845020930	0	NA	NA	NA	1
ENSG00000224384	1	one_to_one	ENSCAFG00845008685	0	NA	NA	NA	1
ENSG00000285941	1	many_to_one	ENSCAFG00845000035	0	NA	NA	NA	1
ENSG00000285691	1	many_to_one	ENSCAFG00845000035	0	NA	NA	NA	1
ENSG00000235535	1	many_to_one	ENSCAFG00845000035	0	NA	NA	NA	1
ENSG00000229276	1	many_to_many_DifferentNumber	ENSCAFG00845017351;ENSCAFG00845017364;ENSCAFG00845017377	0	NA	NA	NA	0
ENSG00000286616	1	many_to_many_DifferentNumber	ENSCAFG00845017351;ENSCAFG00845017364;ENSCAFG00845017377	1	one_to_one	lincSS.up	ENSCAFG00845017364	1
ENSG00000175967	1	one_to_one	ENSCAFG00845020744	0	NA	NA	NA	0
ENSG00000271789	1	one_to_one	ENSCAFG00845016803	1	one_to_one	lncgSS.dw	ENSCAFG00845016803	1
ENSG00000234084	1	many_to_one	ENSCAFG00845005394	1	many_to_one	lncgDivg	ENSCAFG00845005394	0
ENSG00000287094	1	many_to_one	ENSCAFG00845005394	1	many_to_one	lncgDivg	ENSCAFG00845005394	1
ENSG00000231028	1	many_to_one	ENSCAFG00845005394	1	many_to_one	lncgDivg	ENSCAFG00845005394	1
ENSG00000233534	1	many_to_one	ENSCAFG00845005397	0	NA	NA	NA	1
ENSG00000236378	1	many_to_one	ENSCAFG00845005397	0	NA	NA	NA	1
ENSG00000235086	1	many_to_many_DifferentNumber	ENSCAFG00845001680;ENSCAFG00845001694;ENSCAFG00845001713	0	NA	NA	NA	1
ENSG00000234777	1	many_to_many_DifferentNumber	ENSCAFG00845001680;ENSCAFG00845001694;ENSCAFG00845001713	0	NA	NA	NA	1
ENSG00000231178	1	many_to_many_DifferentNumber	ENSCAFG00845001683;ENSCAFG00845001689;ENSCAFG00845001701;ENSCAFG00845001707	0	NA	NA	NA	1
ENSG00000237927	1	many_to_many_DifferentNumber	ENSCAFG00845001683;ENSCAFG00845001689;ENSCAFG00845001701;ENSCAFG00845001707	1	many_to_many	lincSS.dw	ENSCAFG00845001701;ENSCAFG00845001707;ENSCAFG00845001689	1
ENSG00000286533	1	many_to_many_DifferentNumber	ENSCAFG00845001683;ENSCAFG00845001689;ENSCAFG00845001701;ENSCAFG00845001707	1	many_to_many	lincSS.dw	ENSCAFG00845001701;ENSCAFG00845001707;ENSCAFG00845001689	1
ENSG00000236389	1	many_to_one	ENSCAFG00845005022	0	NA	NA	NA	0
ENSG00000229722	1	many_to_one	ENSCAFG00845005022	0	NA	NA	NA	0
ENSG00000231971	1	many_to_one	ENSCAFG00845005022	0	NA	NA	NA	0
ENSG00000232310	1	many_to_one	ENSCAFG00845005022	0	NA	NA	NA	0
ENSG00000285726	1	many_to_one	ENSCAFG00845002599	1	many_to_one	lincConv	ENSCAFG00845002599	0
ENSG00000285564	1	many_to_one	ENSCAFG00845002599	1	many_to_one	lincConv	ENSCAFG00845002599	0
ENSG00000285553	1	many_to_one	ENSCAFG00845002599	0	NA	NA	NA	0
ENSG00000225437	1	many_to_one	ENSCAFG00845002599	0	NA	NA	NA	0
ENSG00000225683	1	many_to_one	ENSCAFG00845002599	0	NA	NA	NA	0
ENSG00000285610	1	many_to_one	ENSCAFG00845002599	0	NA	NA	NA	0
ENSG00000281692	1	many_to_one	ENSCAFG00845002599	0	NA	NA	NA	0
ENSG00000270419	1	many_to_one	ENSCAFG00845002599	0	NA	NA	NA	0
ENSG00000285159	1	many_to_many_DifferentNumber	ENSCAFG00845001407;ENSCAFG00845001410	0	NA	NA	NA	1
ENSG00000233893	1	many_to_many_DifferentNumber	ENSCAFG00845001407;ENSCAFG00845001410	0	NA	NA	NA	1
ENSG00000203711	1	many_to_many_DifferentNumber	ENSCAFG00845001407;ENSCAFG00845001410	0	NA	NA	NA	1
ENSG00000285652	1	one_to_one	ENSCAFG00845000006	0	NA	NA	NA	0
ENSG00000237987	1	one_to_one	ENSCAFG00845005135	0	NA	NA	NA	0
ENSG00000286339	1	one_to_one	ENSCAFG00845007067	0	NA	NA	NA	1
ENSG00000224478	1	many_to_one	ENSCAFG00845001477	1	one_to_one	lincDivg	ENSCAFG00845001477	0
ENSG00000288845	1	many_to_one	ENSCAFG00845001477	0	NA	NA	NA	0
ENSG00000287268	1	one_to_many	ENSCAFG00845013054;ENSCAFG00845013067;ENSCAFG00845013070	1	one_to_one	lncgDivg	ENSCAFG00845013054	1
ENSG00000289847	1	one_to_one	ENSCAFG00845013188	0	NA	NA	NA	0
ENSG00000289257	1	one_to_one	ENSCAFG00845022121	0	NA	NA	NA	0
ENSG00000232529	1	one_to_one	ENSCAFG00845000496	1	one_to_one	lincSS.dw	ENSCAFG00845000496	0
ENSG00000226917	1	one_to_one	ENSCAFG00845015379	1	one_to_one	lincSS.up	ENSCAFG00845015379	0
ENSG00000223837	1	one_to_one	ENSCAFG00845018914	1	one_to_one	lncgSS.dw	ENSCAFG00845018914	0
ENSG00000263756	1	one_to_one	ENSCAFG00845018903	0	NA	NA	NA	0
ENSG00000236961	1	one_to_one	ENSCAFG00845010449	0	NA	NA	NA	1
ENSG00000227748	1	many_to_many_DifferentNumber	ENSCAFG00845013941;ENSCAFG00845013944;ENSCAFG00845013950;ENSCAFG00845013953;ENSCAFG00845013964	1	one_to_one	lincSS.dw	ENSCAFG00845013941	1
ENSG00000196634	1	many_to_many_DifferentNumber	ENSCAFG00845013941;ENSCAFG00845013944;ENSCAFG00845013950;ENSCAFG00845013953;ENSCAFG00845013964	1	one_to_one	lincSS.up	ENSCAFG00845013964	1
ENSG00000272397	1	many_to_one	ENSCAFG00845013934	0	NA	NA	NA	1
ENSG00000289851	1	many_to_one	ENSCAFG00845013934	0	NA	NA	NA	1
ENSG00000233452	1	many_to_one	ENSCAFG00845013934	0	NA	NA	NA	1
ENSG00000224374	1	one_to_one	ENSCAFG00845005246	0	NA	NA	NA	0
ENSG00000236703	1	one_to_one	ENSCAFG00845005242	0	NA	NA	NA	1
ENSG00000272320	1	one_to_many	ENSCAFG00845018048;ENSCAFG00845018080	1	one_to_one	lncgDivg	ENSCAFG00845018048	1
ENSG00000228793	1	one_to_one	ENSCAFG00845018135	0	NA	NA	NA	1
ENSG00000287458	1	one_to_one	ENSCAFG00845006928	0	NA	NA	NA	0
ENSG00000274023	1	one_to_one	ENSCAFG00845001284	1	one_to_one	lncgSS.dw	ENSCAFG00845001284	1
ENSG00000287591	1	many_to_one	ENSCAFG00845001282	0	NA	NA	NA	1
ENSG00000238019	1	many_to_one	ENSCAFG00845001282	0	NA	NA	NA	1
ENSG00000271755	1	one_to_many	ENSCAFG00845015541;ENSCAFG00845015555	1	one_to_one	lncgConv	ENSCAFG00845015541	0
ENSG00000285888	1	one_to_one	ENSCAFG00845009935	1	one_to_one	lncgDivg	ENSCAFG00845009935	1
ENSG00000287891	1	one_to_one	ENSCAFG00845009947	1	one_to_one	lncgSS.up	ENSCAFG00845009947	1
ENSG00000225174	1	one_to_one	ENSCAFG00845008958	0	NA	NA	NA	1
ENSG00000204091	1	one_to_one	ENSCAFG00845014656	0	NA	NA	NA	1
ENSG00000227131	1	many_to_one	ENSCAFG00845014644	0	NA	NA	NA	1
ENSG00000226070	1	many_to_one	ENSCAFG00845014644	0	NA	NA	NA	1
ENSG00000236075	1	many_to_one	ENSCAFG00845014729	0	NA	NA	NA	1
ENSG00000226454	1	many_to_one	ENSCAFG00845014729	0	NA	NA	NA	1
ENSG00000237947	1	many_to_one	ENSCAFG00845014729	0	NA	NA	NA	1
ENSG00000289911	1	one_to_one	ENSCAFG00845007362	0	NA	NA	NA	0
ENSG00000233797	1	one_to_many	ENSCAFG00845008521;ENSCAFG00845008529	1	one_to_one	lncgDivg	ENSCAFG00845008529	1
ENSG00000288879	1	one_to_one	ENSCAFG00845026532	0	NA	NA	NA	1
ENSG00000289256	1	one_to_many	ENSCAFG00845018124;ENSCAFG00845018158;ENSCAFG00845018173	1	one_to_one	lncgDivg	ENSCAFG00845018124	1
ENSG00000227012	1	one_to_many	ENSCAFG00845018143;ENSCAFG00845018189	1	one_to_many	lincSS.up	ENSCAFG00845018189;ENSCAFG00845018143	1
ENSG00000237286	1	one_to_many	ENSCAFG00845014957;ENSCAFG00845015009;ENSCAFG00845015019;ENSCAFG00845015042;ENSCAFG00845015052;ENSCAFG00845015079;ENSCAFG00845015102;ENSCAFG00845015111;ENSCAFG00845015146	0	NA	NA	NA	0
