lncRNAid_Homo_sapiens	isTable_1_Mus_musculus	orthology_type_synteny_Mus_musculus	lncRNA_synteny_id_Mus_musculus	isTable_2_Mus_musculus	orthology_type_configuration_Mus_musculus	configuration_type_configuration_Mus_musculus	lncRNA_configuration_id_Mus_musculus	isTable_3_Mus_musculus
ENSG00000242781	1	many_to_one	ENSMUSG00000116769	0	NA	NA	NA	0
ENSG00000243694	1	many_to_one	ENSMUSG00000116769	0	NA	NA	NA	0
ENSG00000241593	1	many_to_many_DifferentNumber	ENSMUSG00000116792;ENSMUSG00000116800;ENSMUSG00000116750;ENSMUSG00000116982;ENSMUSG00000120735	0	NA	NA	NA	0
ENSG00000242828	1	many_to_many_DifferentNumber	ENSMUSG00000116792;ENSMUSG00000116800;ENSMUSG00000116750;ENSMUSG00000116982;ENSMUSG00000120735	0	NA	NA	NA	0
ENSG00000242145	1	many_to_many_DifferentNumber	ENSMUSG00000116792;ENSMUSG00000116800;ENSMUSG00000116750;ENSMUSG00000116982;ENSMUSG00000120735	0	NA	NA	NA	0
ENSG00000286329	1	many_to_many_DifferentNumber	ENSMUSG00000116792;ENSMUSG00000116800;ENSMUSG00000116750;ENSMUSG00000116982;ENSMUSG00000120735	0	NA	NA	NA	0
ENSG00000243295	1	many_to_many_DifferentNumber	ENSMUSG00000114615;ENSMUSG00000114391;ENSMUSG00000089833;ENSMUSG00000097898	0	NA	NA	NA	1
ENSG00000242428	1	many_to_many_DifferentNumber	ENSMUSG00000114615;ENSMUSG00000114391;ENSMUSG00000089833;ENSMUSG00000097898	1	one_to_one	lncgDivg	ENSMUSG00000097898	1
ENSG00000242545	1	many_to_one	ENSMUSG00000114298	0	NA	NA	NA	1
ENSG00000243903	1	many_to_one	ENSMUSG00000114298	0	NA	NA	NA	1
ENSG00000244461	1	many_to_one	ENSMUSG00000116976	0	NA	NA	NA	0
ENSG00000287567	1	many_to_one	ENSMUSG00000116976	0	NA	NA	NA	1
ENSG00000271858	1	one_to_one	ENSMUSG00000102144	1	one_to_many	lncgDivg	ENSMUSG00000091816;ENSMUSG00000091425	1
ENSG00000244464	1	many_to_many_DifferentNumber	ENSMUSG00000116770;ENSMUSG00000086827	0	NA	NA	NA	0
ENSG00000240476	1	many_to_many_DifferentNumber	ENSMUSG00000116770;ENSMUSG00000086827	0	NA	NA	NA	0
ENSG00000243296	1	many_to_many_DifferentNumber	ENSMUSG00000116770;ENSMUSG00000086827	0	NA	NA	NA	0
ENSG00000239462	1	many_to_many_DifferentNumber	ENSMUSG00000116770;ENSMUSG00000086827	1	one_to_one	lncgDivg	ENSMUSG00000086827	0
ENSG00000243089	1	one_to_many	ENSMUSG00000116920;ENSMUSG00000116717	0	NA	NA	NA	0
ENSG00000285780	1	one_to_one	ENSMUSG00000116574	0	NA	NA	NA	0
ENSG00000241754	1	one_to_one	ENSMUSG00000116689	0	NA	NA	NA	0
ENSG00000239589	1	many_to_one	ENSMUSG00000120652	0	NA	NA	NA	0
ENSG00000286516	1	many_to_one	ENSMUSG00000120652	0	NA	NA	NA	0
ENSG00000286447	1	one_to_many	ENSMUSG00000089685;ENSMUSG00000116619	1	one_to_one	lncgDivg	ENSMUSG00000089685	0
ENSG00000287421	1	many_to_many_DifferentNumber	ENSMUSG00000116725;ENSMUSG00000022639	0	NA	NA	NA	0
ENSG00000288848	1	many_to_many_DifferentNumber	ENSMUSG00000116725;ENSMUSG00000022639	0	NA	NA	NA	0
ENSG00000286956	1	many_to_many_DifferentNumber	ENSMUSG00000116725;ENSMUSG00000022639	0	NA	NA	NA	0
ENSG00000243701	1	many_to_many_DifferentNumber	ENSMUSG00000116725;ENSMUSG00000022639	0	NA	NA	NA	0
ENSG00000272597	1	many_to_many_DifferentNumber	ENSMUSG00000116725;ENSMUSG00000022639	0	NA	NA	NA	0
ENSG00000286854	1	many_to_many_DifferentNumber	ENSMUSG00000116848;ENSMUSG00000092276;ENSMUSG00000116706	0	NA	NA	NA	0
ENSG00000291293	1	many_to_many_DifferentNumber	ENSMUSG00000116848;ENSMUSG00000092276;ENSMUSG00000116706	0	NA	NA	NA	0
ENSG00000242759	1	many_to_many_DifferentNumber	ENSMUSG00000116848;ENSMUSG00000092276;ENSMUSG00000116706	0	NA	NA	NA	0
ENSG00000288557	1	many_to_many_DifferentNumber	ENSMUSG00000116848;ENSMUSG00000092276;ENSMUSG00000116706	0	NA	NA	NA	0
ENSG00000239828	1	many_to_many_DifferentNumber	ENSMUSG00000116848;ENSMUSG00000092276;ENSMUSG00000116706	0	NA	NA	NA	0
ENSG00000228980	1	many_to_one	ENSMUSG00000116755	0	NA	NA	NA	1
ENSG00000242029	1	many_to_one	ENSMUSG00000116755	0	NA	NA	NA	1
ENSG00000289358	1	many_to_one	ENSMUSG00000116755	0	NA	NA	NA	1
ENSG00000240405	1	one_to_one	ENSMUSG00000107902	1	one_to_one	lncgConv	ENSMUSG00000107902	0
ENSG00000287131	1	many_to_one	ENSMUSG00000097548	1	one_to_one	lncgDivg	ENSMUSG00000097548	0
ENSG00000273461	1	many_to_one	ENSMUSG00000097548	0	NA	NA	NA	0
ENSG00000272774	1	many_to_one	ENSMUSG00000097548	0	NA	NA	NA	0
ENSG00000243083	1	many_to_one	ENSMUSG00000097548	0	NA	NA	NA	0
ENSG00000276471	1	many_to_many_DifferentNumber	ENSMUSG00000107204;ENSMUSG00000107528;ENSMUSG00000108151	0	NA	NA	NA	0
ENSG00000287882	1	many_to_many_DifferentNumber	ENSMUSG00000107204;ENSMUSG00000107528;ENSMUSG00000108151	0	NA	NA	NA	0
ENSG00000260670	1	many_to_many_DifferentNumber	ENSMUSG00000107204;ENSMUSG00000107528;ENSMUSG00000108151	0	NA	NA	NA	0
ENSG00000242618	1	many_to_many_DifferentNumber	ENSMUSG00000107204;ENSMUSG00000107528;ENSMUSG00000108151	0	NA	NA	NA	0
ENSG00000241163	1	many_to_many_DifferentNumber	ENSMUSG00000107204;ENSMUSG00000107528;ENSMUSG00000108151	0	NA	NA	NA	0
ENSG00000288074	1	many_to_one	ENSMUSG00000075070	0	NA	NA	NA	0
ENSG00000242880	1	many_to_one	ENSMUSG00000075070	1	many_to_many	lncgDivg	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	0
ENSG00000241560	1	many_to_one	ENSMUSG00000075070	1	many_to_many	lncgDivg	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	0
ENSG00000242290	1	many_to_one	ENSMUSG00000075070	1	many_to_many	lncgDivg	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	0
ENSG00000241295	1	many_to_one	ENSMUSG00000075070	1	many_to_many	lncgDivg	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	0
ENSG00000239946	1	many_to_one	ENSMUSG00000075070	1	many_to_many	lncgDivg	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	0
ENSG00000242767	1	many_to_one	ENSMUSG00000075070	1	many_to_many	lncgDivg	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	0
ENSG00000288896	1	many_to_one	ENSMUSG00000075070	1	many_to_many	lncgDivg	ENSMUSG00000116903;ENSMUSG00000055370;ENSMUSG00000085499;ENSMUSG00000075070	0
ENSG00000243197	1	many_to_one	ENSMUSG00000116965	1	many_to_one	lncgDivg	ENSMUSG00000101463	1
ENSG00000242385	1	many_to_one	ENSMUSG00000116965	1	many_to_one	lncgDivg	ENSMUSG00000101463	1
ENSG00000286660	1	many_to_one	ENSMUSG00000116965	0	NA	NA	NA	1
ENSG00000240922	1	many_to_one	ENSMUSG00000116965	1	many_to_one	lncgDivg	ENSMUSG00000101463	1
ENSG00000241397	1	many_to_one	ENSMUSG00000116965	1	many_to_one	lncgDivg	ENSMUSG00000101463	1
ENSG00000242816	1	many_to_one	ENSMUSG00000116965	0	NA	NA	NA	1
ENSG00000243276	1	many_to_one	ENSMUSG00000116573	0	NA	NA	NA	1
ENSG00000241213	1	many_to_one	ENSMUSG00000116573	0	NA	NA	NA	1
ENSG00000239268	1	many_to_one	ENSMUSG00000116573	0	NA	NA	NA	1
ENSG00000251448	1	one_to_many	ENSMUSG00000107451;ENSMUSG00000108111	0	NA	NA	NA	0
ENSG00000272967	1	one_to_one	ENSMUSG00000097576	1	one_to_one	lncgDivg	ENSMUSG00000097576	1
ENSG00000286492	1	one_to_one	ENSMUSG00000086237	1	one_to_one	lncgDivg	ENSMUSG00000085781	1
ENSG00000241596	1	one_to_one	ENSMUSG00000101463	0	NA	NA	NA	0
ENSG00000272662	1	one_to_one	ENSMUSG00000120288	1	one_to_one	lncgDivg	ENSMUSG00000120288	1
ENSG00000250012	1	many_to_one	ENSMUSG00000089781	0	NA	NA	NA	0
ENSG00000248607	1	many_to_one	ENSMUSG00000089781	0	NA	NA	NA	0
ENSG00000251011	1	one_to_one	ENSMUSG00000085168	1	many_to_many	lncgDivg	ENSMUSG00000120691;ENSMUSG00000099616;ENSMUSG00000111278	1
ENSG00000239677	1	many_to_many_DifferentNumber	ENSMUSG00000097834;ENSMUSG00000108274;ENSMUSG00000052236;ENSMUSG00000107579;ENSMUSG00000121193	1	one_to_many	lncgDivg	ENSMUSG00000121193;ENSMUSG00000097834	1
ENSG00000242741	1	many_to_many_DifferentNumber	ENSMUSG00000097834;ENSMUSG00000108274;ENSMUSG00000052236;ENSMUSG00000107579;ENSMUSG00000121193	0	NA	NA	NA	1
ENSG00000239454	1	many_to_many_DifferentNumber	ENSMUSG00000097834;ENSMUSG00000108274;ENSMUSG00000052236;ENSMUSG00000107579;ENSMUSG00000121193	0	NA	NA	NA	1
ENSG00000240012	1	many_to_one	ENSMUSG00000101595	1	many_to_many_strict	lncgDivg	ENSMUSG00000089709;ENSMUSG00000101595	1
ENSG00000244493	1	many_to_one	ENSMUSG00000101595	1	many_to_many_strict	lncgDivg	ENSMUSG00000089709;ENSMUSG00000101595	1
ENSG00000243629	1	many_to_one	ENSMUSG00000103620	0	NA	NA	NA	0
ENSG00000289409	1	many_to_one	ENSMUSG00000103620	0	NA	NA	NA	0
ENSG00000249407	1	one_to_many	ENSMUSG00000101584;ENSMUSG00000101287	0	NA	NA	NA	1
ENSG00000240086	1	one_to_many	ENSMUSG00000101941;ENSMUSG00000057710	1	one_to_one	lncgConv	ENSMUSG00000057710	1
ENSG00000242791	1	many_to_one	ENSMUSG00000104586	0	NA	NA	NA	1
ENSG00000243944	1	many_to_one	ENSMUSG00000104586	0	NA	NA	NA	1
ENSG00000244541	1	many_to_one	ENSMUSG00000104586	0	NA	NA	NA	1
ENSG00000289086	1	many_to_one	ENSMUSG00000104586	0	NA	NA	NA	1
ENSG00000241048	1	many_to_many_DifferentNumber	ENSMUSG00000105003;ENSMUSG00000100666	0	NA	NA	NA	1
ENSG00000243321	1	many_to_many_DifferentNumber	ENSMUSG00000105003;ENSMUSG00000100666	0	NA	NA	NA	1
ENSG00000243550	1	many_to_many_DifferentNumber	ENSMUSG00000105003;ENSMUSG00000100666	0	NA	NA	NA	1
ENSG00000286501	1	many_to_many_DifferentNumber	ENSMUSG00000105003;ENSMUSG00000100666	0	NA	NA	NA	1
ENSG00000289524	1	many_to_many_DifferentNumber	ENSMUSG00000105003;ENSMUSG00000100666	0	NA	NA	NA	1
ENSG00000250433	1	many_to_one	ENSMUSG00000087167	1	many_to_one	lncgDivg	ENSMUSG00000090255	1
ENSG00000249290	1	many_to_one	ENSMUSG00000087167	1	many_to_one	lncgDivg	ENSMUSG00000090255	1
ENSG00000251058	1	many_to_one	ENSMUSG00000087167	1	many_to_one	lncgDivg	ENSMUSG00000090255	1
ENSG00000242671	1	many_to_one	ENSMUSG00000109896	0	NA	NA	NA	0
ENSG00000241457	1	many_to_one	ENSMUSG00000109896	0	NA	NA	NA	1
ENSG00000243620	1	one_to_one	ENSMUSG00000100341	1	one_to_one	lincSS.dw	ENSMUSG00000100341	0
ENSG00000244545	1	many_to_one	ENSMUSG00000103587	0	NA	NA	NA	0
ENSG00000287706	1	many_to_one	ENSMUSG00000103587	0	NA	NA	NA	0
ENSG00000243305	1	many_to_one	ENSMUSG00000102564	0	NA	NA	NA	0
ENSG00000229619	1	many_to_one	ENSMUSG00000102564	0	NA	NA	NA	0
ENSG00000241679	1	one_to_one	ENSMUSG00000089709	0	NA	NA	NA	1
ENSG00000242370	1	many_to_many_DifferentNumber	ENSMUSG00000090120;ENSMUSG00000104093	1	many_to_many	lncgDivg	ENSMUSG00000104093;ENSMUSG00000090120	0
ENSG00000272990	1	many_to_many_DifferentNumber	ENSMUSG00000090120;ENSMUSG00000104093	1	many_to_many	lncgDivg	ENSMUSG00000104093;ENSMUSG00000090120	1
ENSG00000240596	1	many_to_many_DifferentNumber	ENSMUSG00000090120;ENSMUSG00000104093	1	many_to_many	lncgDivg	ENSMUSG00000104093;ENSMUSG00000090120	0
ENSG00000240766	1	one_to_many	ENSMUSG00000085826;ENSMUSG00000085781	0	NA	NA	NA	1
ENSG00000239265	1	many_to_one	ENSMUSG00000097725	0	NA	NA	NA	1
ENSG00000244265	1	many_to_one	ENSMUSG00000097725	0	NA	NA	NA	1
ENSG00000289005	1	many_to_one	ENSMUSG00000097725	0	NA	NA	NA	1
ENSG00000241636	1	many_to_one	ENSMUSG00000119972	0	NA	NA	NA	0
ENSG00000240354	1	many_to_one	ENSMUSG00000119972	0	NA	NA	NA	0
ENSG00000241369	1	many_to_one	ENSMUSG00000119972	0	NA	NA	NA	0
ENSG00000241767	1	many_to_one	ENSMUSG00000119972	0	NA	NA	NA	0
ENSG00000241479	1	one_to_one	ENSMUSG00000085702	1	one_to_one	lncgDivg	ENSMUSG00000085702	1
ENSG00000242795	1	many_to_one	ENSMUSG00000102256	1	one_to_one	lncgSS.up	ENSMUSG00000102256	1
ENSG00000270141	1	many_to_one	ENSMUSG00000102256	0	NA	NA	NA	1
ENSG00000249417	1	many_to_many_sameNumber	ENSMUSG00000102097;ENSMUSG00000101581	0	NA	NA	NA	1
ENSG00000287155	1	many_to_many_sameNumber	ENSMUSG00000102097;ENSMUSG00000101581	0	NA	NA	NA	1
ENSG00000239513	1	many_to_one	ENSMUSG00000110929	1	many_to_one	lincSS.dw	ENSMUSG00000110929	1
ENSG00000261146	1	many_to_one	ENSMUSG00000110929	1	many_to_one	lincSS.dw	ENSMUSG00000110929	1
ENSG00000244321	1	many_to_one	ENSMUSG00000104096	0	NA	NA	NA	1
ENSG00000240033	1	many_to_one	ENSMUSG00000104096	0	NA	NA	NA	1
ENSG00000287899	1	many_to_one	ENSMUSG00000120291	1	many_to_one	lncgSS.dw	ENSMUSG00000120291	1
ENSG00000235943	1	many_to_one	ENSMUSG00000120291	1	many_to_one	lncgSS.dw	ENSMUSG00000120291	1
ENSG00000241696	1	many_to_one	ENSMUSG00000087625	0	NA	NA	NA	1
ENSG00000243799	1	many_to_one	ENSMUSG00000087625	1	many_to_one	lncgDivg	ENSMUSG00000087625	1
ENSG00000244302	1	many_to_one	ENSMUSG00000087625	1	many_to_one	lncgDivg	ENSMUSG00000087625	1
ENSG00000287645	1	many_to_one	ENSMUSG00000087625	1	many_to_one	lncgDivg	ENSMUSG00000087625	1
ENSG00000239774	1	one_to_one	ENSMUSG00000104588	0	NA	NA	NA	1
ENSG00000225552	1	many_to_many_DifferentNumber	ENSMUSG00000103607;ENSMUSG00000102203	0	NA	NA	NA	0
ENSG00000223715	1	many_to_many_DifferentNumber	ENSMUSG00000103607;ENSMUSG00000102203	0	NA	NA	NA	0
ENSG00000230292	1	many_to_many_DifferentNumber	ENSMUSG00000103607;ENSMUSG00000102203	0	NA	NA	NA	0
ENSG00000288104	1	many_to_many_DifferentNumber	ENSMUSG00000103607;ENSMUSG00000102203	0	NA	NA	NA	0
ENSG00000260217	1	many_to_many_DifferentNumber	ENSMUSG00000103607;ENSMUSG00000102203	0	NA	NA	NA	0
ENSG00000226779	1	many_to_many_DifferentNumber	ENSMUSG00000103607;ENSMUSG00000102203	0	NA	NA	NA	0
ENSG00000228308	1	many_to_many_DifferentNumber	ENSMUSG00000103607;ENSMUSG00000102203	0	NA	NA	NA	0
ENSG00000288895	1	many_to_many_DifferentNumber	ENSMUSG00000103607;ENSMUSG00000102203	0	NA	NA	NA	0
ENSG00000242012	1	many_to_many_DifferentNumber	ENSMUSG00000106519;ENSMUSG00000114832	0	NA	NA	NA	0
ENSG00000242512	1	many_to_many_DifferentNumber	ENSMUSG00000106519;ENSMUSG00000114832	0	NA	NA	NA	0
ENSG00000286453	1	many_to_many_DifferentNumber	ENSMUSG00000106519;ENSMUSG00000114832	0	NA	NA	NA	0
ENSG00000240478	1	many_to_many_DifferentNumber	ENSMUSG00000106519;ENSMUSG00000114832	0	NA	NA	NA	0
ENSG00000238837	1	many_to_many_DifferentNumber	ENSMUSG00000106519;ENSMUSG00000114832	0	NA	NA	NA	0
ENSG00000241098	1	many_to_many_DifferentNumber	ENSMUSG00000105153;ENSMUSG00000105651;ENSMUSG00000105662	0	NA	NA	NA	0
ENSG00000287605	1	many_to_many_DifferentNumber	ENSMUSG00000105153;ENSMUSG00000105651;ENSMUSG00000105662	0	NA	NA	NA	0
ENSG00000244247	1	many_to_many_DifferentNumber	ENSMUSG00000105153;ENSMUSG00000105651;ENSMUSG00000105662	0	NA	NA	NA	0
ENSG00000287941	1	many_to_many_DifferentNumber	ENSMUSG00000105153;ENSMUSG00000105651;ENSMUSG00000105662	0	NA	NA	NA	0
ENSG00000260377	1	many_to_many_DifferentNumber	ENSMUSG00000105153;ENSMUSG00000105651;ENSMUSG00000105662	1	one_to_one	lincDivg	ENSMUSG00000105662	0
ENSG00000240063	1	many_to_many_DifferentNumber	ENSMUSG00000105153;ENSMUSG00000105651;ENSMUSG00000105662	0	NA	NA	NA	0
ENSG00000237473	1	one_to_one	ENSMUSG00000102397	0	NA	NA	NA	0
ENSG00000243885	1	one_to_one	ENSMUSG00000119987	0	NA	NA	NA	0
ENSG00000248724	1	one_to_many	ENSMUSG00000099722;ENSMUSG00000111035	1	one_to_one	lncgDivg	ENSMUSG00000111035	1
ENSG00000249725	1	one_to_many	ENSMUSG00000111278;ENSMUSG00000099616;ENSMUSG00000120691	1	many_to_many	lncgDivg	ENSMUSG00000120691;ENSMUSG00000099616;ENSMUSG00000111278	1
ENSG00000241985	1	one_to_one	ENSMUSG00000097339	0	NA	NA	NA	1
ENSG00000226482	1	one_to_one	ENSMUSG00000045231	0	NA	NA	NA	1
ENSG00000240497	1	one_to_one	ENSMUSG00000120615	1	one_to_one	lncgDivg	ENSMUSG00000120615	1
ENSG00000276407	1	many_to_many_DifferentNumber	ENSMUSG00000097307;ENSMUSG00000097184	1	many_to_one	lincSS.up	ENSMUSG00000097184	0
ENSG00000238043	1	many_to_many_DifferentNumber	ENSMUSG00000097307;ENSMUSG00000097184	0	NA	NA	NA	0
ENSG00000229964	1	many_to_many_DifferentNumber	ENSMUSG00000097307;ENSMUSG00000097184	1	many_to_one	lincSS.up	ENSMUSG00000097184	0
ENSG00000287206	1	many_to_many_DifferentNumber	ENSMUSG00000097307;ENSMUSG00000097184	0	NA	NA	NA	0
ENSG00000289385	1	many_to_many_DifferentNumber	ENSMUSG00000097307;ENSMUSG00000097184	0	NA	NA	NA	0
ENSG00000224855	1	many_to_many_DifferentNumber	ENSMUSG00000116814;ENSMUSG00000075286;ENSMUSG00000116660;ENSMUSG00000116891;ENSMUSG00000097313	0	NA	NA	NA	0
ENSG00000286624	1	many_to_many_DifferentNumber	ENSMUSG00000116814;ENSMUSG00000075286;ENSMUSG00000116660;ENSMUSG00000116891;ENSMUSG00000097313	1	one_to_one	lincConv	ENSMUSG00000116814	0
ENSG00000214146	1	many_to_many_DifferentNumber	ENSMUSG00000116814;ENSMUSG00000075286;ENSMUSG00000116660;ENSMUSG00000116891;ENSMUSG00000097313	0	NA	NA	NA	0
ENSG00000232874	1	many_to_many_DifferentNumber	ENSMUSG00000116814;ENSMUSG00000075286;ENSMUSG00000116660;ENSMUSG00000116891;ENSMUSG00000097313	0	NA	NA	NA	0
ENSG00000230102	1	many_to_many_DifferentNumber	ENSMUSG00000116814;ENSMUSG00000075286;ENSMUSG00000116660;ENSMUSG00000116891;ENSMUSG00000097313	1	one_to_many	lincDivg	ENSMUSG00000075286;ENSMUSG00000116660	0
ENSG00000229155	1	many_to_many_DifferentNumber	ENSMUSG00000116814;ENSMUSG00000075286;ENSMUSG00000116660;ENSMUSG00000116891;ENSMUSG00000097313	0	NA	NA	NA	0
ENSG00000241770	1	many_to_one	ENSMUSG00000103041	1	one_to_one	lncgDivg	ENSMUSG00000103041	1
ENSG00000243176	1	many_to_one	ENSMUSG00000103041	0	NA	NA	NA	1
ENSG00000286361	1	one_to_one	ENSMUSG00000120644	0	NA	NA	NA	1
ENSG00000228271	1	many_to_one	ENSMUSG00000101888	1	many_to_one	lincConv	ENSMUSG00000101888	1
ENSG00000286317	1	many_to_one	ENSMUSG00000101888	1	many_to_one	lincConv	ENSMUSG00000101888	1
ENSG00000238097	1	many_to_one	ENSMUSG00000101888	1	many_to_one	lincConv	ENSMUSG00000101888	1
ENSG00000225742	1	many_to_one	ENSMUSG00000097621	0	NA	NA	NA	1
ENSG00000214145	1	many_to_one	ENSMUSG00000097621	1	one_to_one	lincSS.dw	ENSMUSG00000097621	1
ENSG00000242808	1	one_to_many	ENSMUSG00000105577;ENSMUSG00000105265	1	one_to_one	lncgSS.up	ENSMUSG00000105265	1
ENSG00000241231	1	many_to_many_DifferentNumber	ENSMUSG00000092196;ENSMUSG00000092242;ENSMUSG00000099437;ENSMUSG00000106525;ENSMUSG00000105222	0	NA	NA	NA	1
ENSG00000239381	1	many_to_many_DifferentNumber	ENSMUSG00000092196;ENSMUSG00000092242;ENSMUSG00000099437;ENSMUSG00000106525;ENSMUSG00000105222	1	one_to_many	lincDivg	ENSMUSG00000106525;ENSMUSG00000105222	1
ENSG00000289435	1	many_to_many_DifferentNumber	ENSMUSG00000092196;ENSMUSG00000092242;ENSMUSG00000099437;ENSMUSG00000106525;ENSMUSG00000105222	0	NA	NA	NA	1
ENSG00000238031	1	many_to_many_DifferentNumber	ENSMUSG00000116546;ENSMUSG00000116737	0	NA	NA	NA	1
ENSG00000233987	1	many_to_many_DifferentNumber	ENSMUSG00000116546;ENSMUSG00000116737	0	NA	NA	NA	1
ENSG00000237222	1	many_to_many_DifferentNumber	ENSMUSG00000116546;ENSMUSG00000116737	0	NA	NA	NA	1
ENSG00000230401	1	many_to_many_DifferentNumber	ENSMUSG00000116570;ENSMUSG00000116951;ENSMUSG00000116581	0	NA	NA	NA	1
ENSG00000287073	1	many_to_many_DifferentNumber	ENSMUSG00000116570;ENSMUSG00000116951;ENSMUSG00000116581	0	NA	NA	NA	1
ENSG00000261826	1	one_to_many	ENSMUSG00000084911;ENSMUSG00000120955;ENSMUSG00000120741	1	one_to_one	lincDivg	ENSMUSG00000120955	0
ENSG00000237167	1	many_to_many_DifferentNumber	ENSMUSG00000086645;ENSMUSG00000116793	0	NA	NA	NA	0
ENSG00000227375	1	many_to_many_DifferentNumber	ENSMUSG00000086645;ENSMUSG00000116793	0	NA	NA	NA	0
ENSG00000286870	1	many_to_many_DifferentNumber	ENSMUSG00000086645;ENSMUSG00000116793	1	many_to_one	lincDivg	ENSMUSG00000116793	0
ENSG00000289828	1	many_to_many_DifferentNumber	ENSMUSG00000086645;ENSMUSG00000116793	1	many_to_one	lincDivg	ENSMUSG00000116793	0
ENSG00000235126	1	many_to_many_DifferentNumber	ENSMUSG00000116572;ENSMUSG00000116762;ENSMUSG00000116597	1	many_to_many_strict	lincSS.dw	ENSMUSG00000116572;ENSMUSG00000116762	0
ENSG00000229912	1	many_to_many_DifferentNumber	ENSMUSG00000116572;ENSMUSG00000116762;ENSMUSG00000116597	1	many_to_many_strict	lincSS.dw	ENSMUSG00000116572;ENSMUSG00000116762	0
ENSG00000272989	1	many_to_many_DifferentNumber	ENSMUSG00000116572;ENSMUSG00000116762;ENSMUSG00000116597	0	NA	NA	NA	0
ENSG00000289396	1	many_to_many_DifferentNumber	ENSMUSG00000116572;ENSMUSG00000116762;ENSMUSG00000116597	0	NA	NA	NA	1
ENSG00000233308	1	one_to_one	ENSMUSG00000116530	1	one_to_one	lncgDivg	ENSMUSG00000116530	1
ENSG00000283175	1	one_to_one	ENSMUSG00000109783	0	NA	NA	NA	1
ENSG00000288794	1	one_to_one	ENSMUSG00000096960	0	NA	NA	NA	1
ENSG00000224563	1	many_to_many_sameNumber	ENSMUSG00000120156;ENSMUSG00000120515	1	many_to_one	lncgDivg	ENSMUSG00000119959	0
ENSG00000234076	1	many_to_many_sameNumber	ENSMUSG00000120156;ENSMUSG00000120515	0	NA	NA	NA	1
ENSG00000244268	1	many_to_one	ENSMUSG00000103473	1	one_to_one	lncgDivg	ENSMUSG00000103473	0
ENSG00000288787	1	many_to_one	ENSMUSG00000103473	0	NA	NA	NA	0
ENSG00000286856	1	one_to_one	ENSMUSG00000091329	1	one_to_one	lncgConv	ENSMUSG00000091329	1
ENSG00000244300	1	many_to_many_sameNumber	ENSMUSG00000108010;ENSMUSG00000120454	1	one_to_one	lncgDivg	ENSMUSG00000108010	1
ENSG00000286806	1	many_to_many_sameNumber	ENSMUSG00000108010;ENSMUSG00000120454	0	NA	NA	NA	0
ENSG00000198685	1	one_to_one	ENSMUSG00000120157	0	NA	NA	NA	1
ENSG00000260633	1	one_to_many	ENSMUSG00000093812;ENSMUSG00000110884	1	one_to_many	lincSS.dw	ENSMUSG00000093812;ENSMUSG00000110884	0
ENSG00000286982	1	one_to_one	ENSMUSG00000120943	1	one_to_one	lncgDivg	ENSMUSG00000120943	1
ENSG00000287086	1	one_to_one	ENSMUSG00000097671	0	NA	NA	NA	1
ENSG00000240288	1	one_to_one	ENSMUSG00000108137	0	NA	NA	NA	0
ENSG00000241336	1	one_to_one	ENSMUSG00000104336	1	one_to_one	lincConv	ENSMUSG00000104336	1
ENSG00000242539	1	many_to_one	ENSMUSG00000102862	1	many_to_one	lncgDivg	ENSMUSG00000102862	1
ENSG00000272699	1	many_to_one	ENSMUSG00000102862	1	many_to_one	lncgDivg	ENSMUSG00000102862	1
ENSG00000233912	1	many_to_one	ENSMUSG00000120580	1	one_to_one	lncgConv	ENSMUSG00000120580	1
ENSG00000268509	1	many_to_one	ENSMUSG00000120580	0	NA	NA	NA	1
ENSG00000287595	1	one_to_many	ENSMUSG00000107663;ENSMUSG00000101553	1	one_to_many	lincConv	ENSMUSG00000101553;ENSMUSG00000107663	0
ENSG00000244586	1	one_to_one	ENSMUSG00000109849	1	one_to_one	lncgDivg	ENSMUSG00000097002	1
ENSG00000226913	1	one_to_one	ENSMUSG00000102224	1	many_to_one	lncgDivg	ENSMUSG00000102224	0
ENSG00000235120	1	one_to_one	ENSMUSG00000120509	1	many_to_one	lncgDivg	ENSMUSG00000102224	0
ENSG00000231724	1	one_to_one	ENSMUSG00000116733	1	one_to_one	lncgDivg	ENSMUSG00000116733	1
ENSG00000251224	1	one_to_one	ENSMUSG00000097821	0	NA	NA	NA	1
ENSG00000260572	1	one_to_one	ENSMUSG00000120717	1	one_to_one	lncgDivg	ENSMUSG00000120717	1
ENSG00000286419	1	one_to_one	ENSMUSG00000097592	0	NA	NA	NA	1
ENSG00000234548	1	many_to_many_sameNumber	ENSMUSG00000089874;ENSMUSG00000089663	0	NA	NA	NA	1
ENSG00000226859	1	many_to_many_sameNumber	ENSMUSG00000089874;ENSMUSG00000089663	0	NA	NA	NA	1
ENSG00000230530	1	one_to_one	ENSMUSG00000120906	0	NA	NA	NA	0
