lncRNAid_Canis_lupus_familiaris	isTable_1_Homo_sapiens	orthology_type_synteny_Homo_sapiens	lncRNA_synteny_id_Homo_sapiens	isTable_2_Homo_sapiens	orthology_type_configuration_Homo_sapiens	configuration_type_configuration_Homo_sapiens	lncRNA_configuration_id_Homo_sapiens	isTable_3_Homo_sapiens
ENSCAFG00845004823	1	many_to_many_DifferentNumber	ENSG00000271387;ENSG00000286655	0	NA	NA	NA	1
ENSCAFG00845004825	1	many_to_many_DifferentNumber	ENSG00000271387;ENSG00000286655	0	NA	NA	NA	1
ENSCAFG00845004829	1	many_to_many_DifferentNumber	ENSG00000271387;ENSG00000286655	0	NA	NA	NA	1
ENSCAFG00845004837	1	many_to_one	ENSG00000289891	0	NA	NA	NA	1
ENSCAFG00845004839	1	many_to_one	ENSG00000289891	0	NA	NA	NA	1
ENSCAFG00845005000	1	one_to_one	ENSG00000267069	0	NA	NA	NA	0
ENSCAFG00845005482	1	one_to_one	ENSG00000243062	0	NA	NA	NA	1
ENSCAFG00845006085	1	one_to_many	ENSG00000225300;ENSG00000260698;ENSG00000235021	1	one_to_one	lncgSS.dw	ENSG00000225300	1
ENSCAFG00845008376	1	one_to_many	ENSG00000278052;ENSG00000267746	0	NA	NA	NA	0
ENSCAFG00845009079	1	many_to_one	ENSG00000125462	0	NA	NA	NA	0
ENSCAFG00845009096	1	many_to_one	ENSG00000125462	0	NA	NA	NA	0
ENSCAFG00845009073	1	one_to_one	ENSG00000237390	0	NA	NA	NA	0
ENSCAFG00845010052	1	one_to_many	ENSG00000263924;ENSG00000263823	0	NA	NA	NA	0
ENSCAFG00845012440	1	many_to_many_DifferentNumber	ENSG00000277534;ENSG00000275805;ENSG00000265369;ENSG00000263382	0	NA	NA	NA	1
ENSCAFG00845012444	1	many_to_many_DifferentNumber	ENSG00000277534;ENSG00000275805;ENSG00000265369;ENSG00000263382	0	NA	NA	NA	1
ENSCAFG00845012457	1	many_to_many_DifferentNumber	ENSG00000277534;ENSG00000275805;ENSG00000265369;ENSG00000263382	1	many_to_one	lincSS.up	ENSG00000265369	1
ENSCAFG00845012467	1	many_to_many_DifferentNumber	ENSG00000277534;ENSG00000275805;ENSG00000265369;ENSG00000263382	1	many_to_one	lincSS.up	ENSG00000265369	1
ENSCAFG00845012482	1	many_to_many_DifferentNumber	ENSG00000277534;ENSG00000275805;ENSG00000265369;ENSG00000263382	1	many_to_one	lincSS.up	ENSG00000265369	1
ENSCAFG00845012579	1	many_to_many_DifferentNumber	ENSG00000277534;ENSG00000275805;ENSG00000265369;ENSG00000263382	1	many_to_one	lincSS.up	ENSG00000265369	1
ENSCAFG00845012449	1	many_to_many_DifferentNumber	ENSG00000260372;ENSG00000263677	0	NA	NA	NA	1
ENSCAFG00845012476	1	many_to_many_DifferentNumber	ENSG00000260372;ENSG00000263677	1	many_to_one	lincDivg	ENSG00000263677	1
ENSCAFG00845012572	1	many_to_many_DifferentNumber	ENSG00000260372;ENSG00000263677	1	many_to_one	lincDivg	ENSG00000263677	1
ENSCAFG00845013127	1	many_to_many_sameNumber	ENSG00000266489;ENSG00000264345	0	NA	NA	NA	0
ENSCAFG00845013161	1	many_to_many_sameNumber	ENSG00000266489;ENSG00000264345	0	NA	NA	NA	0
ENSCAFG00845014301	1	one_to_one	ENSG00000286391	0	NA	NA	NA	0
ENSCAFG00845015650	1	one_to_many	ENSG00000263588;ENSG00000265758	0	NA	NA	NA	0
ENSCAFG00845016940	1	many_to_one	ENSG00000266905	0	NA	NA	NA	1
ENSCAFG00845016960	1	many_to_one	ENSG00000266905	1	one_to_one	lincSS.up	ENSG00000266905	1
ENSCAFG00845016967	1	many_to_one	ENSG00000266905	0	NA	NA	NA	1
ENSCAFG00845016950	1	one_to_one	ENSG00000264269	0	NA	NA	NA	1
ENSCAFG00845022586	1	many_to_many_sameNumber	ENSG00000273093;ENSG00000203721	0	NA	NA	NA	1
ENSCAFG00845022598	1	many_to_many_sameNumber	ENSG00000273093;ENSG00000203721	0	NA	NA	NA	1
ENSCAFG00845000385	1	many_to_one	ENSG00000261636	0	NA	NA	NA	0
ENSCAFG00845000397	1	many_to_one	ENSG00000261636	0	NA	NA	NA	0
ENSCAFG00845000409	1	many_to_one	ENSG00000261636	0	NA	NA	NA	0
ENSCAFG00845004519	1	many_to_one	ENSG00000261636	0	NA	NA	NA	0
ENSCAFG00845000388	1	many_to_many_DifferentNumber	ENSG00000259955;ENSG00000274925	1	one_to_many	lncgDivg	ENSG00000274925;ENSG00000259955	0
ENSCAFG00845004511	1	many_to_many_DifferentNumber	ENSG00000259955;ENSG00000274925	0	NA	NA	NA	0
ENSCAFG00845004523	1	many_to_many_DifferentNumber	ENSG00000259955;ENSG00000274925	0	NA	NA	NA	0
ENSCAFG00845001367	1	one_to_one	ENSG00000288935	1	one_to_one	lincDivg	ENSG00000288935	1
ENSCAFG00845001745	1	one_to_one	ENSG00000273010	1	one_to_one	lncgDivg	ENSG00000273010	1
ENSCAFG00845001760	1	one_to_one	ENSG00000261654	1	one_to_one	lncgSS.dw	ENSG00000261654	1
ENSCAFG00845001767	1	one_to_one	ENSG00000232811	1	one_to_one	lncgConv	ENSG00000232811	1
ENSCAFG00845002100	1	many_to_one	ENSG00000227963	0	NA	NA	NA	0
ENSCAFG00845002108	1	many_to_one	ENSG00000227963	0	NA	NA	NA	0
ENSCAFG00845002112	1	many_to_one	ENSG00000227963	0	NA	NA	NA	0
ENSCAFG00845002118	1	many_to_one	ENSG00000227963	0	NA	NA	NA	0
ENSCAFG00845002120	1	one_to_one	ENSG00000260566	1	one_to_one	lncgSS.dw	ENSG00000260566	1
ENSCAFG00845002186	1	one_to_one	ENSG00000261090	0	NA	NA	NA	1
ENSCAFG00845002277	1	one_to_many	ENSG00000289754;ENSG00000275441	0	NA	NA	NA	1
ENSCAFG00845002411	1	many_to_one	ENSG00000235005	0	NA	NA	NA	0
ENSCAFG00845002421	1	many_to_one	ENSG00000235005	0	NA	NA	NA	0
ENSCAFG00845002398	1	many_to_many_sameNumber	ENSG00000228420;ENSG00000261055	1	one_to_many	lincSS.up	ENSG00000228420;ENSG00000261055	0
ENSCAFG00845002404	1	many_to_many_sameNumber	ENSG00000228420;ENSG00000261055	0	NA	NA	NA	0
ENSCAFG00845002512	1	many_to_one	ENSG00000287815	0	NA	NA	NA	1
ENSCAFG00845002519	1	many_to_one	ENSG00000287815	0	NA	NA	NA	1
ENSCAFG00845002708	1	one_to_one	ENSG00000225113	1	one_to_one	lncgSS.dw	ENSG00000225113	0
ENSCAFG00845004150	1	one_to_one	ENSG00000288889	1	one_to_one	lncgDivg	ENSG00000288889	1
ENSCAFG00845008963	1	many_to_one	ENSG00000272950	0	NA	NA	NA	1
ENSCAFG00845008969	1	many_to_one	ENSG00000272950	0	NA	NA	NA	1
ENSCAFG00845008975	1	many_to_one	ENSG00000272950	0	NA	NA	NA	1
ENSCAFG00845004349	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004367	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004371	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004376	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004384	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004394	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004398	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004404	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004417	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004426	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004429	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004448	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004462	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004470	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004486	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004493	1	many_to_one	ENSG00000236481	0	NA	NA	NA	0
ENSCAFG00845004364	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004374	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004380	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004388	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004400	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004408	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004414	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004420	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004432	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004443	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004458	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004464	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004474	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004480	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004491	1	many_to_many_DifferentNumber	ENSG00000231876;ENSG00000260580;ENSG00000286712;ENSG00000285882	0	NA	NA	NA	0
ENSCAFG00845004786	1	many_to_many_sameNumber	ENSG00000285778;ENSG00000225087;ENSG00000228853	0	NA	NA	NA	0
ENSCAFG00845004790	1	many_to_many_sameNumber	ENSG00000285778;ENSG00000225087;ENSG00000228853	0	NA	NA	NA	1
ENSCAFG00845004795	1	many_to_many_sameNumber	ENSG00000285778;ENSG00000225087;ENSG00000228853	1	one_to_one	lncgSS.up	ENSG00000228853	1
ENSCAFG00845004782	1	one_to_many	ENSG00000233973;ENSG00000227016;ENSG00000223479;ENSG00000285808;ENSG00000231985;ENSG00000286863	0	NA	NA	NA	1
ENSCAFG00845009170	1	one_to_many	ENSG00000230489;ENSG00000226822	0	NA	NA	NA	0
ENSCAFG00845011566	1	one_to_many	ENSG00000262116;ENSG00000262267;ENSG00000262011	0	NA	NA	NA	0
ENSCAFG00845011552	1	one_to_one	ENSG00000262801	0	NA	NA	NA	0
ENSCAFG00845012082	1	one_to_many	ENSG00000235795;ENSG00000289355;ENSG00000233184	0	NA	NA	NA	1
ENSCAFG00845012391	1	one_to_one	ENSG00000228086	0	NA	NA	NA	1
ENSCAFG00845013001	1	one_to_one	ENSG00000228988	0	NA	NA	NA	0
ENSCAFG00845013541	1	one_to_one	ENSG00000285543	1	one_to_one	lincSS.up	ENSG00000285543	0
ENSCAFG00845013587	1	one_to_many	ENSG00000241269;ENSG00000188365;ENSG00000273084;ENSG00000290091;ENSG00000272953	0	NA	NA	NA	1
ENSCAFG00845013605	1	one_to_many	ENSG00000261075;ENSG00000261397;ENSG00000260362;ENSG00000260349	0	NA	NA	NA	0
ENSCAFG00845013611	1	one_to_many	ENSG00000260071;ENSG00000261617;ENSG00000263244;ENSG00000283003	0	NA	NA	NA	0
ENSCAFG00845014351	1	one_to_many	ENSG00000237954;ENSG00000231987;ENSG00000228852;ENSG00000230434;ENSG00000228504	0	NA	NA	NA	0
ENSCAFG00845014363	1	one_to_many	ENSG00000237435;ENSG00000271252;ENSG00000233907;ENSG00000287919;ENSG00000228971	0	NA	NA	NA	0
ENSCAFG00845014876	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845014981	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845014987	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845014996	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845015001	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845015026	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845015037	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845015046	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845015061	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845015071	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845015119	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845015127	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845015137	1	many_to_many_DifferentNumber	ENSG00000236708;ENSG00000217455;ENSG00000231892;ENSG00000228334	0	NA	NA	NA	0
ENSCAFG00845014957	1	many_to_one	ENSG00000237286	0	NA	NA	NA	0
ENSCAFG00845015009	1	many_to_one	ENSG00000237286	0	NA	NA	NA	0
ENSCAFG00845015019	1	many_to_one	ENSG00000237286	0	NA	NA	NA	0
ENSCAFG00845015042	1	many_to_one	ENSG00000237286	0	NA	NA	NA	0
ENSCAFG00845015052	1	many_to_one	ENSG00000237286	0	NA	NA	NA	0
ENSCAFG00845015079	1	many_to_one	ENSG00000237286	0	NA	NA	NA	0
ENSCAFG00845015102	1	many_to_one	ENSG00000237286	0	NA	NA	NA	0
ENSCAFG00845015111	1	many_to_one	ENSG00000237286	0	NA	NA	NA	0
ENSCAFG00845015146	1	many_to_one	ENSG00000237286	0	NA	NA	NA	0
ENSCAFG00845015884	1	one_to_many	ENSG00000260464;ENSG00000224093	0	NA	NA	NA	0
ENSCAFG00845016883	1	many_to_many_DifferentNumber	ENSG00000272094;ENSG00000233593	0	NA	NA	NA	0
ENSCAFG00845016890	1	many_to_many_DifferentNumber	ENSG00000272094;ENSG00000233593	1	one_to_one	lincSS.dw	ENSG00000272094	0
ENSCAFG00845016970	1	many_to_many_DifferentNumber	ENSG00000272094;ENSG00000233593	1	one_to_one	lincSS.up	ENSG00000233593	0
ENSCAFG00845016868	1	many_to_many_DifferentNumber	ENSG00000225446;ENSG00000287076;ENSG00000285532	0	NA	NA	NA	0
ENSCAFG00845016895	1	many_to_many_DifferentNumber	ENSG00000225446;ENSG00000287076;ENSG00000285532	1	many_to_many_strict	lincConv	ENSG00000285532;ENSG00000225446	0
ENSCAFG00845016905	1	many_to_many_DifferentNumber	ENSG00000225446;ENSG00000287076;ENSG00000285532	1	many_to_many_strict	lincConv	ENSG00000285532;ENSG00000225446	0
ENSCAFG00845017002	1	many_to_many_DifferentNumber	ENSG00000225446;ENSG00000287076;ENSG00000285532	0	NA	NA	NA	0
ENSCAFG00845019278	1	many_to_many_sameNumber	ENSG00000237505;ENSG00000227290	0	NA	NA	NA	0
ENSCAFG00845019300	1	many_to_many_sameNumber	ENSG00000237505;ENSG00000227290	0	NA	NA	NA	0
ENSCAFG00845019287	1	many_to_one	ENSG00000286758	0	NA	NA	NA	0
ENSCAFG00845019310	1	many_to_one	ENSG00000286758	0	NA	NA	NA	0
ENSCAFG00845024765	1	one_to_many	ENSG00000260496;ENSG00000261713	1	one_to_one	lncgDivg	ENSG00000261713	0
ENSCAFG00845008183	1	one_to_one	ENSG00000204661	0	NA	NA	NA	0
ENSCAFG00845008854	1	one_to_one	ENSG00000285637	1	one_to_one	lincSS.dw	ENSG00000285637	0
ENSCAFG00845009287	1	one_to_one	ENSG00000225376	0	NA	NA	NA	1
ENSCAFG00845010750	1	many_to_one	ENSG00000286839	0	NA	NA	NA	1
ENSCAFG00845010756	1	many_to_one	ENSG00000286839	0	NA	NA	NA	0
ENSCAFG00845010929	1	one_to_one	ENSG00000223442	0	NA	NA	NA	1
ENSCAFG00845011248	1	many_to_many_DifferentNumber	ENSG00000273399;ENSG00000272871;ENSG00000288876	0	NA	NA	NA	1
ENSCAFG00845011254	1	many_to_many_DifferentNumber	ENSG00000273399;ENSG00000272871;ENSG00000288876	0	NA	NA	NA	1
ENSCAFG00845011273	1	many_to_many_DifferentNumber	ENSG00000273399;ENSG00000272871;ENSG00000288876	0	NA	NA	NA	1
ENSCAFG00845011278	1	many_to_many_DifferentNumber	ENSG00000273399;ENSG00000272871;ENSG00000288876	0	NA	NA	NA	1
ENSCAFG00845011293	1	one_to_one	ENSG00000248799	1	one_to_one	lncgConv	ENSG00000248799	1
ENSCAFG00845011601	1	one_to_one	ENSG00000287233	0	NA	NA	NA	1
ENSCAFG00845011674	1	one_to_one	ENSG00000291185	0	NA	NA	NA	1
ENSCAFG00845012962	1	one_to_one	ENSG00000250564	0	NA	NA	NA	1
ENSCAFG00845013280	1	one_to_many	ENSG00000237153;ENSG00000231756;ENSG00000230694;ENSG00000234779	1	one_to_many	lncgDivg	ENSG00000230694;ENSG00000231756;ENSG00000234779	1
ENSCAFG00845013293	1	many_to_one	ENSG00000285169	0	NA	NA	NA	1
ENSCAFG00845013301	1	many_to_one	ENSG00000285169	0	NA	NA	NA	1
ENSCAFG00845013307	1	many_to_one	ENSG00000285169	0	NA	NA	NA	1
ENSCAFG00845013312	1	many_to_one	ENSG00000285169	0	NA	NA	NA	1
ENSCAFG00845013323	1	many_to_one	ENSG00000285169	0	NA	NA	NA	1
ENSCAFG00845013909	1	one_to_many	ENSG00000249647;ENSG00000249082;ENSG00000248482	1	one_to_one	lincSS.dw	ENSG00000249647	0
ENSCAFG00845014599	1	many_to_one	ENSG00000260912	0	NA	NA	NA	1
ENSCAFG00845014611	1	many_to_one	ENSG00000260912	0	NA	NA	NA	1
ENSCAFG00845016205	1	one_to_one	ENSG00000227071	0	NA	NA	NA	0
ENSCAFG00845017280	1	one_to_many	ENSG00000276759;ENSG00000236306;ENSG00000253400;ENSG00000254261	0	NA	NA	NA	0
ENSCAFG00845017933	1	one_to_one	ENSG00000254396	0	NA	NA	NA	1
ENSCAFG00845018927	1	one_to_one	ENSG00000260390	0	NA	NA	NA	0
ENSCAFG00845002755	1	one_to_one	ENSG00000259118	0	NA	NA	NA	0
ENSCAFG00845002737	1	many_to_many_DifferentNumber	ENSG00000258760;ENSG00000255002	1	many_to_one	lincDivg	ENSG00000258760	0
ENSCAFG00845002764	1	many_to_many_DifferentNumber	ENSG00000258760;ENSG00000255002	1	many_to_one	lincDivg	ENSG00000258760	0
ENSCAFG00845002772	1	many_to_many_DifferentNumber	ENSG00000258760;ENSG00000255002	1	many_to_one	lincDivg	ENSG00000258760	0
ENSCAFG00845002780	1	many_to_many_DifferentNumber	ENSG00000258760;ENSG00000255002	1	many_to_one	lincDivg	ENSG00000258760	0
ENSCAFG00845002798	1	many_to_many_DifferentNumber	ENSG00000258760;ENSG00000255002	1	many_to_one	lincDivg	ENSG00000258760	0
ENSCAFG00845003173	1	one_to_one	ENSG00000290676	0	NA	NA	NA	0
ENSCAFG00845003481	1	one_to_one	ENSG00000258479	0	NA	NA	NA	0
ENSCAFG00845003490	1	one_to_many	ENSG00000258955;ENSG00000258942;ENSG00000258537	0	NA	NA	NA	0
ENSCAFG00845003907	1	one_to_one	ENSG00000259062	0	NA	NA	NA	1
ENSCAFG00845003952	1	one_to_one	ENSG00000258957	1	one_to_one	lincDivg	ENSG00000258957	1
ENSCAFG00845003969	1	one_to_many	ENSG00000258749;ENSG00000247970	1	one_to_many	lncgDivg	ENSG00000258749;ENSG00000247970	0
ENSCAFG00845004000	1	one_to_one	ENSG00000258520	0	NA	NA	NA	1
ENSCAFG00845004034	1	one_to_one	ENSG00000157306	0	NA	NA	NA	1
ENSCAFG00845004055	1	one_to_many	ENSG00000258487;ENSG00000258969;ENSG00000259149;ENSG00000259126	0	NA	NA	NA	0
ENSCAFG00845004079	1	many_to_one	ENSG00000258747	0	NA	NA	NA	0
ENSCAFG00845004086	1	many_to_one	ENSG00000258747	0	NA	NA	NA	0
ENSCAFG00845004097	1	one_to_one	ENSG00000273618	0	NA	NA	NA	0
ENSCAFG00845004126	1	many_to_one	ENSG00000258949	0	NA	NA	NA	1
ENSCAFG00845004131	1	many_to_one	ENSG00000258949	0	NA	NA	NA	1
ENSCAFG00845004167	1	one_to_one	ENSG00000273797	1	one_to_one	lncgSS.dw	ENSG00000273797	1
ENSCAFG00845004355	1	one_to_many	ENSG00000258731;ENSG00000258985;ENSG00000237356	0	NA	NA	NA	1
ENSCAFG00845004350	1	many_to_many_sameNumber	ENSG00000235269;ENSG00000286730;ENSG00000225680	1	many_to_one	lincSS.dw	ENSG00000235269	1
ENSCAFG00845004358	1	many_to_many_sameNumber	ENSG00000235269;ENSG00000286730;ENSG00000225680	1	many_to_one	lincSS.dw	ENSG00000235269	1
ENSCAFG00845004362	1	many_to_many_sameNumber	ENSG00000235269;ENSG00000286730;ENSG00000225680	0	NA	NA	NA	1
ENSCAFG00845007561	1	one_to_many	ENSG00000257759;ENSG00000290783	0	NA	NA	NA	0
ENSCAFG00845008087	1	one_to_one	ENSG00000274818	0	NA	NA	NA	1
ENSCAFG00845008335	1	one_to_one	ENSG00000258766	0	NA	NA	NA	0
ENSCAFG00845009087	1	one_to_many	ENSG00000286423;ENSG00000259146;ENSG00000269927;ENSG00000287643	0	NA	NA	NA	1
ENSCAFG00845011974	1	many_to_many_sameNumber	ENSG00000258474;ENSG00000258386;ENSG00000290393	1	many_to_one	lincSS.dw	ENSG00000258474	1
ENSCAFG00845011990	1	many_to_many_sameNumber	ENSG00000258474;ENSG00000258386;ENSG00000290393	1	many_to_one	lincSS.dw	ENSG00000258474	1
ENSCAFG00845012010	1	many_to_many_sameNumber	ENSG00000258474;ENSG00000258386;ENSG00000290393	1	one_to_one	lincSS.up	ENSG00000258386	1
ENSCAFG00845011966	1	many_to_many_DifferentNumber	ENSG00000258655;ENSG00000257155;ENSG00000258196;ENSG00000257472	1	many_to_one	lincConv	ENSG00000257472	1
ENSCAFG00845011999	1	many_to_many_DifferentNumber	ENSG00000258655;ENSG00000257155;ENSG00000258196;ENSG00000257472	1	many_to_one	lincConv	ENSG00000257472	1
ENSCAFG00845012553	1	one_to_many	ENSG00000287153;ENSG00000287777	0	NA	NA	NA	0
ENSCAFG00845014495	1	one_to_one	ENSG00000258976	0	NA	NA	NA	0
ENSCAFG00845014683	1	one_to_one	ENSG00000285774	0	NA	NA	NA	1
ENSCAFG00845015174	1	one_to_many	ENSG00000258050;ENSG00000258413	0	NA	NA	NA	1
ENSCAFG00845015385	1	one_to_one	ENSG00000259319	1	one_to_one	lncgDivg	ENSG00000259319	0
ENSCAFG00845016539	1	many_to_many_DifferentNumber	ENSG00000259719;ENSG00000275569	1	one_to_one	lncgSS.dw	ENSG00000275569	1
ENSCAFG00845016586	1	many_to_many_DifferentNumber	ENSG00000259719;ENSG00000275569	0	NA	NA	NA	1
ENSCAFG00845016646	1	many_to_many_DifferentNumber	ENSG00000259719;ENSG00000275569	0	NA	NA	NA	1
ENSCAFG00845016665	1	many_to_many_DifferentNumber	ENSG00000259719;ENSG00000275569	0	NA	NA	NA	1
ENSCAFG00845016551	1	many_to_one	ENSG00000259483	1	one_to_one	lncgConv	ENSG00000259483	1
ENSCAFG00845016617	1	many_to_one	ENSG00000259483	0	NA	NA	NA	1
ENSCAFG00845016631	1	many_to_one	ENSG00000259483	0	NA	NA	NA	1
ENSCAFG00845016698	1	many_to_one	ENSG00000259483	0	NA	NA	NA	1
ENSCAFG00845016632	1	one_to_one	ENSG00000259508	0	NA	NA	NA	1
ENSCAFG00845016966	1	one_to_many	ENSG00000258803;ENSG00000258703	1	one_to_one	lncgSS.dw	ENSG00000258803	0
ENSCAFG00845016984	1	one_to_many	ENSG00000258428;ENSG00000259133	0	NA	NA	NA	0
ENSCAFG00845018911	1	many_to_one	ENSG00000258658	1	one_to_one	lncgConv	ENSG00000258658	0
ENSCAFG00845018919	1	many_to_one	ENSG00000258658	0	NA	NA	NA	0
ENSCAFG00845019781	1	one_to_one	ENSG00000258583	0	NA	NA	NA	0
ENSCAFG00845020332	1	one_to_many	ENSG00000258735;ENSG00000287346	0	NA	NA	NA	1
ENSCAFG00845022228	1	one_to_one	ENSG00000258499	1	one_to_one	lincDivg	ENSG00000258499	1
ENSCAFG00845023468	1	one_to_many	ENSG00000258964;ENSG00000288928	1	one_to_one	lncgSS.dw	ENSG00000288928	1
ENSCAFG00845023909	1	one_to_one	ENSG00000251602	0	NA	NA	NA	0
ENSCAFG00845006928	1	one_to_one	ENSG00000287458	0	NA	NA	NA	0
ENSCAFG00845007362	1	one_to_one	ENSG00000289911	0	NA	NA	NA	0
ENSCAFG00845007810	1	one_to_many	ENSG00000231628;ENSG00000286084	0	NA	NA	NA	1
ENSCAFG00845007796	1	one_to_many	ENSG00000237567;ENSG00000284999	0	NA	NA	NA	1
ENSCAFG00845008142	1	one_to_one	ENSG00000235099	0	NA	NA	NA	0
ENSCAFG00845008521	1	many_to_one	ENSG00000233797	0	NA	NA	NA	1
ENSCAFG00845008529	1	many_to_one	ENSG00000233797	1	one_to_one	lncgDivg	ENSG00000233797	1
ENSCAFG00845008685	1	one_to_one	ENSG00000224384	0	NA	NA	NA	1
ENSCAFG00845008958	1	one_to_one	ENSG00000225174	0	NA	NA	NA	1
ENSCAFG00845009075	1	many_to_one	ENSG00000286042	1	many_to_one	lincSS.up	ENSG00000286042	1
ENSCAFG00845009084	1	many_to_one	ENSG00000286042	1	many_to_one	lincSS.up	ENSG00000286042	1
ENSCAFG00845009089	1	many_to_one	ENSG00000286042	0	NA	NA	NA	1
ENSCAFG00845009103	1	many_to_one	ENSG00000286042	0	NA	NA	NA	1
ENSCAFG00845009111	1	one_to_one	ENSG00000287055	0	NA	NA	NA	1
ENSCAFG00845009935	1	one_to_one	ENSG00000285888	1	one_to_one	lncgDivg	ENSG00000285888	1
ENSCAFG00845009947	1	one_to_one	ENSG00000287891	1	one_to_one	lncgSS.up	ENSG00000287891	1
ENSCAFG00845010208	1	many_to_many_DifferentNumber	ENSG00000230597;ENSG00000285963;ENSG00000223765	0	NA	NA	NA	1
